regime,mean,std,cv_pct
anxiety,0.5170837474067921,0.008260467053355152,1.597510479643176
deep_sleep,0.37544051601486805,0.013485476195407528,3.591907537990248
reflex,0.3182965424678194,0.011531250758123751,3.6228011365500747
wake,0.5916010093391618,0.00950879557049272,1.6072987402631993
