w_mb,w_me,w_k,w_r,c_w_psi,c_w_q,c_w_m,c_w_b,auc,start_id
0.6310187798498247,0.16064955492722124,0.3535420754153353,0.22164640045123757,0.5971924512778366,0.20047876516375515,0.29451942427378647,0.2534768000204639,1.0,0
0.6324685978523229,0.10875531450470528,0.29082275575678945,0.3831527340411643,0.2010364235013264,0.35539125922110365,0.23202125422692654,0.14716074629704118,1.0,1
0.4360498360755477,0.12843141387307574,0.22493850797663895,0.38461814601720395,0.2927519074078223,0.04115114654353587,0.02314982173967401,0.2948616235860895,1.0,2
0.5804125810132269,0.2231128406094598,0.33540180357034605,0.30076193617110875,0.541413879238254,0.3866897683711391,0.21993108301882858,0.35555329851279316,1.0,3
0.07445944016087144,0.2919328204775215,0.35150502532823774,0.06491297127129136,0.7911528053706065,0.18794404044542065,0.06074945547156781,0.19657044917762503,1.0,4
0.6340484265515948,0.18737964479083608,0.16970533995048967,0.4654937416816836,0.11207703886378582,0.21357953954001263,0.11378795066739301,0.1618770018413948,1.0,5
0.2604262725346266,0.31196426456136617,0.06658421856926613,0.012251474879171276,0.7763481223011506,0.3224353786908185,0.21239997648088552,0.022053378213079323,1.0,6
0.1916021721901987,0.2223935454208158,0.3245297033353549,0.27504318795759236,0.08024284027212289,0.011747634505102723,0.27150578199508996,0.3123615310495201,1.0,7
