dz_alvo,auc_equivalente_media,auc_equivalente_dp,poder_estimado,poder_ic95_low,poder_ic95_high,n_sim,n_boot
0.0,0.5651270516042303,0.04455871579826175,0.2833333333333333,0.23533002872803954,0.33681545760431253,300,1000
0.1,0.5907724122386572,0.04286973270566418,0.5266666666666666,0.47018700866487334,0.5824720084019139,300,1000
0.2,0.6029411235383624,0.04542307608216589,0.6433333333333333,0.5876287210234448,0.6954134957105376,300,1000
0.3,0.6235681320894119,0.040944694795520514,0.7933333333333333,0.7439440144288735,0.8353051733057882,300,1000
0.4,0.6455284680551202,0.041069193182333846,0.91,0.8722221947968226,0.9374101926050341,300,1000
0.5,0.6575930041200099,0.04213363021430691,0.95,0.9191522802928904,0.9694686327091473,300,1000
0.6,0.6788854805227797,0.03694572892920186,0.9766666666666667,0.952627445667121,0.9886524844017043,300,1000
0.8,0.7092243151074702,0.03751934822876936,0.9933333333333333,0.9760219257685385,0.9981698899670288,300,1000
1.0,0.7453576048581426,0.0354918596833645,1.0,0.9873565700022643,0.9999999999999999,300,1000
