t,scenario,C_base,S,C_hum,K_ck,M_r,P_u,R_a,M_medio_agentes
6.1000000000000005,privado,0.5704135357752296,0.0,0.5704135357752296,0.0,0.0,0.0,0.0,0.4215970483883943
6.2,privado,0.5656776341222977,0.0,0.5656776341222977,0.0,0.0,0.0,0.0,0.42677340694968713
6.300000000000001,privado,0.5558996819871127,0.0,0.5558996819871127,0.0,0.0,0.0,0.0,0.43190783371815183
6.4,privado,0.5510096158272152,0.0,0.5510096158272152,0.0,0.0,0.0,0.0,0.43705448867525465
6.5,privado,0.5477305856761161,0.0,0.5477305856761161,0.0,0.0,0.0,0.0,0.44222431699521947
6.6000000000000005,privado,0.5365965811648992,0.0,0.5365965811648992,0.0,0.0,0.0,0.0,0.44737627272997543
6.7,privado,0.5309369006060066,0.0,0.5309369006060066,0.0,0.0,0.0,0.0,0.45253660818756974
6.800000000000001,privado,0.5401689157074069,0.0,0.5401689157074069,0.0,0.0,0.0,0.0,0.45781642779765186
6.9,privado,0.55070623215455,0.0,0.55070623215455,0.0,0.0,0.0,0.0,0.46317967180115666
7.0,privado,0.5555003172316532,0.0,0.5555003172316532,0.0,0.0,0.0,0.0,0.46860752305835585
7.1000000000000005,privado,0.5695112111406432,0.0,0.5695112111406432,0.0,0.0,0.0,0.0,0.4741224945312813
7.2,privado,0.578191705783999,0.0,0.578191705783999,0.0,0.0,0.0,0.0,0.4797041622197744
7.300000000000001,privado,0.5828046353767007,0.0,0.5828046353767007,0.0,0.0,0.0,0.0,0.4853223099616583
7.4,privado,0.5874743224316022,0.0,0.5874743224316022,0.0,0.0,0.0,0.0,0.49098558560416583
7.5,privado,0.5922624243999718,0.0,0.5922624243999718,0.0,0.0,0.0,0.0,0.4966837269202361
7.6000000000000005,privado,0.590471706405031,0.0,0.590471706405031,0.0,0.0,0.0,0.0,0.5023816343619495
7.7,privado,0.5900858111623275,0.0,0.5900858111623275,0.0,0.0,0.0,0.0,0.5080691676535687
7.800000000000001,privado,0.5929321686762696,0.0,0.5929321686762696,0.0,0.0,0.0,0.0,0.5137698340849519
7.9,privado,0.5949480290904862,0.0,0.5949480290904862,0.0,0.0,0.0,0.0,0.5194637100671469
8.0,privado,0.599835392960764,0.0,0.599835392960764,0.0,0.0,0.0,0.0,0.5251869801730792
8.1,privado,0.6044441674519696,0.0,0.6044441674519696,0.0,0.0,0.0,0.0,0.5309062580607086
8.200000000000001,privado,0.6046664714281457,0.0,0.6046664714281457,0.0,0.0,0.0,0.0,0.5366280050780798
8.3,privado,0.5984005790457105,0.0,0.5984005790457105,0.0,0.0,0.0,0.0,0.5423271314087398
8.4,privado,0.593212113542043,0.0,0.593212113542043,0.0,0.0,0.0,0.0,0.5480046868393457
8.5,privado,0.5774263602638667,0.0,0.5774263602638667,0.0,0.0,0.0,0.0,0.5535954871266088
8.6,privado,0.5677498208574361,0.0,0.5677498208574361,0.0,0.0,0.0,0.0,0.5591375371580186
8.700000000000001,privado,0.5701117263157506,0.0,0.5701117263157506,0.0,0.0,0.0,0.0,0.5646426491567169
8.8,privado,0.5719200506956708,0.0,0.5719200506956708,0.0,0.0,0.0,0.0,0.5701223828374553
8.9,privado,0.5780913798135139,0.0,0.5780913798135139,0.0,0.0,0.0,0.0,0.5755773980580872
9.0,privado,0.5833591634480183,0.0,0.5833591634480183,0.0,0.0,0.0,0.0,0.5810166494122145
9.1,privado,0.586953843521605,0.0,0.586953843521605,0.0,0.0,0.0,0.0,0.5864375250365872
9.200000000000001,privado,0.5877265923322194,0.0,0.5877265923322194,0.0,0.0,0.0,0.0,0.5918207019617614
9.3,privado,0.5831615122892181,0.0,0.5831615122892181,0.0,0.0,0.0,0.0,0.5971940916999922
9.4,privado,0.5764488320723267,0.0,0.5764488320723267,0.0,0.0,0.0,0.0,0.6025099514000587
9.5,privado,0.5684502720491812,0.0,0.5684502720491812,0.0,0.0,0.0,0.0,0.6077873115934349
9.600000000000001,privado,0.5645823537677035,0.0,0.5645823537677035,0.0,0.0,0.0,0.0,0.6129682653946457
9.700000000000001,privado,0.5661555527625877,0.0,0.5661555527625877,0.0,0.0,0.0,0.0,0.6181100699616523
9.8,privado,0.5638057493276684,0.0,0.5638057493276684,0.0,0.0,0.0,0.0,0.6232023950052025
9.9,privado,0.5606615133448073,0.0,0.5606615133448073,0.0,0.0,0.0,0.0,0.6282558599400931
10.0,privado,0.5604688737121839,0.0,0.5604688737121839,0.0,0.0,0.0,0.0,0.633291752800182
10.100000000000001,privado,0.5558441162596222,0.0,0.5558441162596222,0.0,0.0,0.0,0.0,0.6383078481647511
10.200000000000001,privado,0.5601763156642201,0.0,0.5601763156642201,0.0,0.0,0.0,0.0,0.643375742621678
10.3,privado,0.5670266182762803,0.0,0.5670266182762803,0.0,0.0,0.0,0.0,0.6484788170720026
10.4,privado,0.5768573092936886,0.0,0.5768573092936886,0.0,0.0,0.0,0.0,0.6536204845642779
10.5,privado,0.5826960299093022,0.0,0.5826960299093022,0.0,0.0,0.0,0.0,0.6588079949774631
10.600000000000001,privado,0.5802643925563029,0.0,0.5802643925563029,0.0,0.0,0.0,0.0,0.6639971802557201
10.700000000000001,privado,0.5752603437949235,0.0,0.5752603437949235,0.0,0.0,0.0,0.0,0.6691711076470831
10.8,privado,0.5848075617042586,0.0,0.5848075617042586,0.0,0.0,0.0,0.0,0.6743979053242886
10.9,privado,0.5882651897829239,0.0,0.5882651897829239,0.0,0.0,0.0,0.0,0.6796117361034235
11.0,privado,0.5961412282260912,0.0,0.5961412282260912,0.0,0.0,0.0,0.0,0.6848659275761927
11.100000000000001,privado,0.6061223853694229,0.0,0.6061223853694229,0.0,0.0,0.0,0.0,0.6901618548567334
11.200000000000001,privado,0.6132871574434037,0.0,0.6132871574434037,0.0,0.0,0.0,0.0,0.695477407305841
11.3,privado,0.6153898560431261,0.0,0.6153898560431261,0.0,0.0,0.0,0.0,0.7007938634872228
11.4,privado,0.6197286307914359,0.0,0.6197286307914359,0.0,0.0,0.0,0.0,0.7061102596344824
11.5,privado,0.619395734276032,0.0,0.619395734276032,0.0,0.0,0.0,0.0,0.711429087791273
11.600000000000001,privado,0.617544110811429,0.0,0.617544110811429,0.0,0.0,0.0,0.0,0.7167130089459663
11.700000000000001,privado,0.6151460619437453,0.0,0.6151460619437453,0.0,0.0,0.0,0.0,0.7219835945493553
11.8,privado,0.6179065731519433,0.0,0.6179065731519433,0.0,0.0,0.0,0.0,0.7272456541171223
11.9,privado,0.6234595235471687,0.0,0.6234595235471687,0.0,0.0,0.0,0.0,0.7324958587427416
12.0,privado,0.6294913903754911,0.0,0.6294913903754911,0.0,0.0,0.0,0.0,0.7377356983236858
12.100000000000001,privado,0.6326346587338352,0.0,0.6326346587338352,0.0,0.0,0.0,0.0,0.7429467878476033
12.200000000000001,privado,0.6357570716022647,0.0,0.6357570716022647,0.0,0.0,0.0,0.0,0.7481314827792591
12.3,privado,0.6320942696303069,0.0,0.6320942696303069,0.0,0.0,0.0,0.0,0.7532484952341205
12.4,privado,0.623877533347047,0.0,0.623877533347047,0.0,0.0,0.0,0.0,0.7582816799935599
12.5,privado,0.6160879881639962,0.0,0.6160879881639962,0.0,0.0,0.0,0.0,0.7632555700619447
12.600000000000001,privado,0.6131092914571377,0.0,0.6131092914571377,0.0,0.0,0.0,0.0,0.7681446373080396
12.700000000000001,privado,0.6166357000197309,0.0,0.6166357000197309,0.0,0.0,0.0,0.0,0.7729962003685447
12.8,privado,0.61633314359763,0.0,0.61633314359763,0.0,0.0,0.0,0.0,0.7778097956056558
12.9,privado,0.6109357505187667,0.0,0.6109357505187667,0.0,0.0,0.0,0.0,0.7825512440428177
13.0,privado,0.5984090205538247,0.0,0.5984090205538247,0.0,0.0,0.0,0.0,0.7871886841773614
13.100000000000001,privado,0.5906340344815211,0.0,0.5906340344815211,0.0,0.0,0.0,0.0,0.7917464200739729
13.200000000000001,privado,0.5916740499327451,0.0,0.5916740499327451,0.0,0.0,0.0,0.0,0.7962940268485661
13.3,privado,0.5884887448933471,0.0,0.5884887448933471,0.0,0.0,0.0,0.0,0.8008265872113876
13.4,privado,0.5806134988016769,0.0,0.5806134988016769,0.0,0.0,0.0,0.0,0.805365810636812
13.5,privado,0.5848712750380911,0.0,0.5848712750380911,0.0,0.0,0.0,0.0,0.8099157916494485
13.600000000000001,privado,0.5951844678888228,0.0,0.5951844678888228,0.0,0.0,0.0,0.0,0.8145490136710405
13.700000000000001,privado,0.5976097057495167,0.0,0.5976097057495167,0.0,0.0,0.0,0.0,0.8192368657874816
13.8,privado,0.5954657153427447,0.0,0.5954657153427447,0.0,0.0,0.0,0.0,0.8239574776119837
13.9,privado,0.5960562447488891,0.0,0.5960562447488891,0.0,0.0,0.0,0.0,0.8286949636897082
14.0,privado,0.5910577872928322,0.0,0.5910577872928322,0.0,0.0,0.0,0.0,0.8334589793362999
14.100000000000001,privado,0.5929515657838944,0.0,0.5929515657838944,0.0,0.0,0.0,0.0,0.8382368657507973
14.200000000000001,privado,0.5955885876081389,0.0,0.5955885876081389,0.0,0.0,0.0,0.0,0.8430352416671917
14.3,privado,0.6032547214241856,0.0,0.6032547214241856,0.0,0.0,0.0,0.0,0.8478536715851585
14.4,privado,0.6100667509268057,0.0,0.6100667509268057,0.0,0.0,0.0,0.0,0.852701637502771
14.5,privado,0.6103649674790947,0.0,0.6103649674790947,0.0,0.0,0.0,0.0,0.8575392384110523
14.600000000000001,privado,0.6092994858080789,0.0,0.6092994858080789,0.0,0.0,0.0,0.0,0.8623946946883275
14.700000000000001,privado,0.6105322821570058,0.0,0.6105322821570058,0.0,0.0,0.0,0.0,0.8672690417043052
14.8,privado,0.6000761587580169,0.0,0.6000761587580169,0.0,0.0,0.0,0.0,0.8720927052564654
14.9,privado,0.6015456989801631,0.0,0.6015456989801631,0.0,0.0,0.0,0.0,0.8769256932000233
15.0,privado,0.6116624512071938,0.0,0.6116624512071938,0.0,0.0,0.0,0.0,0.8817929091163654
15.100000000000001,privado,0.6154291509667715,0.0,0.6154291509667715,0.0,0.0,0.0,0.0,0.8866458848280449
15.200000000000001,privado,0.6111590381592499,0.0,0.6111590381592499,0.0,0.0,0.0,0.0,0.891490157328646
15.3,privado,0.6086050455553893,0.0,0.6086050455553893,0.0,0.0,0.0,0.0,0.8963284252880368
15.4,privado,0.6250324489886404,0.0,0.6250324489886404,0.0,0.0,0.0,0.0,0.9011912605628697
15.5,privado,0.6378731350320361,0.0,0.6378731350320361,0.0,0.0,0.0,0.0,0.9060498559778821
15.600000000000001,privado,0.6411869412203721,0.0,0.6411869412203721,0.0,0.0,0.0,0.0,0.9108677525450852
15.700000000000001,privado,0.6364367849018387,0.0,0.6364367849018387,0.0,0.0,0.0,0.0,0.9156525255728964
15.8,privado,0.6284804472210529,0.0,0.6284804472210529,0.0,0.0,0.0,0.0,0.9203729604629458
15.9,privado,0.6238092200826191,0.0,0.6238092200826191,0.0,0.0,0.0,0.0,0.9250513498265989
16.0,privado,0.6211806398539719,0.0,0.6211806398539719,0.0,0.0,0.0,0.0,0.929691234053569
16.1,privado,0.6241477695363157,0.0,0.6241477695363157,0.0,0.0,0.0,0.0,0.9343138893724383
16.2,privado,0.6280000116515263,0.0,0.6280000116515263,0.0,0.0,0.0,0.0,0.9389031208098522
16.3,privado,0.6277129358191262,0.0,0.6277129358191262,0.0,0.0,0.0,0.0,0.9434666610384277
16.400000000000002,privado,0.616405773216611,0.0,0.616405773216611,0.0,0.0,0.0,0.0,0.9479518594318849
16.5,privado,0.6202290411528365,0.0,0.6202290411528365,0.0,0.0,0.0,0.0,0.9523965287872247
16.6,privado,0.6242232343648162,0.0,0.6242232343648162,0.0,0.0,0.0,0.0,0.9568385386632869
16.7,privado,0.623239110093305,0.0,0.623239110093305,0.0,0.0,0.0,0.0,0.9612424271396353
16.8,privado,0.6216111157347082,0.0,0.6216111157347082,0.0,0.0,0.0,0.0,0.9656517704088712
16.900000000000002,privado,0.6188846109584695,0.0,0.6188846109584695,0.0,0.0,0.0,0.0,0.9700818618855771
17.0,privado,0.6242094027912335,0.0,0.6242094027912335,0.0,0.0,0.0,0.0,0.9745202619992354
17.1,privado,0.6248983526034093,0.0,0.6248983526034093,0.0,0.0,0.0,0.0,0.9789764876344419
17.2,privado,0.6248906374217758,0.0,0.6248906374217758,0.0,0.0,0.0,0.0,0.9834303086499417
17.3,privado,0.6235252466559047,0.0,0.6235252466559047,0.0,0.0,0.0,0.0,0.987913433090255
17.400000000000002,privado,0.6253391165667593,0.0,0.6253391165667593,0.0,0.0,0.0,0.0,0.9923920914947414
17.5,privado,0.6225637579540666,0.0,0.6225637579540666,0.0,0.0,0.0,0.0,0.9968793742691309
17.6,privado,0.6208381129112511,0.0,0.6208381129112511,0.0,0.0,0.0,0.0,1.0013568901774481
17.7,privado,0.6136824171034697,0.0,0.6136824171034697,0.0,0.0,0.0,0.0,1.0058099698963228
17.8,privado,0.600890037863437,0.0,0.600890037863437,0.0,0.0,0.0,0.0,1.0102291745722702
17.900000000000002,privado,0.600016537336994,0.0,0.600016537336994,0.0,0.0,0.0,0.0,1.0146257784503012
18.0,privado,0.6134380911266701,0.0,0.6134380911266701,0.0,0.0,0.0,0.0,1.0190444623281438
18.1,privado,0.6255497004734346,0.0,0.6255497004734346,0.0,0.0,0.0,0.0,1.0234803651693918
18.2,privado,0.6369140723269073,0.0,0.6369140723269073,0.0,0.0,0.0,0.0,1.027929178004901
18.3,privado,0.6454283773566518,0.0,0.6454283773566518,0.0,0.0,0.0,0.0,1.032372729334334
18.400000000000002,privado,0.6500834124343163,0.0,0.6500834124343163,0.0,0.0,0.0,0.0,1.0368183155841075
18.5,privado,0.6551293828770888,0.0,0.6551293828770888,0.0,0.0,0.0,0.0,1.041246057312029
18.6,privado,0.6554902773544964,0.0,0.6554902773544964,0.0,0.0,0.0,0.0,1.0456355549472975
18.7,privado,0.6598375976912463,0.0,0.6598375976912463,0.0,0.0,0.0,0.0,1.0500003517237029
18.8,privado,0.6596615616497585,0.0,0.6596615616497585,0.0,0.0,0.0,0.0,1.05433263484002
18.900000000000002,privado,0.6637323196092357,0.0,0.6637323196092357,0.0,0.0,0.0,0.0,1.0586266695644602
19.0,privado,0.6669929643688186,0.0,0.6669929643688186,0.0,0.0,0.0,0.0,1.0628745819027223
19.1,privado,0.6619300468051201,0.0,0.6619300468051201,0.0,0.0,0.0,0.0,1.0670647461608873
19.200000000000003,privado,0.6519680241972591,0.0,0.6519680241972591,0.0,0.0,0.0,0.0,1.0711586537157463
19.3,privado,0.6374973395269299,0.0,0.6374973395269299,0.0,0.0,0.0,0.0,1.0751669857043455
19.400000000000002,privado,0.6300723655789195,0.0,0.6300723655789195,0.0,0.0,0.0,0.0,1.0790497692923835
19.5,privado,0.6301884017171617,0.0,0.6301884017171617,0.0,0.0,0.0,0.0,1.0829090541972444
19.6,privado,0.6226587704202586,0.0,0.6226587704202586,0.0,0.0,0.0,0.0,1.0866919915470292
19.700000000000003,privado,0.6183778361962088,0.0,0.6183778361962088,0.0,0.0,0.0,0.0,1.0903509570330552
19.8,privado,0.6165133069841531,0.0,0.6165133069841531,0.0,0.0,0.0,0.0,1.0939000131518912
19.900000000000002,privado,0.6064982346956015,0.0,0.6064982346956015,0.0,0.0,0.0,0.0,1.0973225313046702
20.0,privado,0.6106595163868476,0.0,0.6106595163868476,0.0,0.0,0.0,0.0,1.1006734255052026
20.1,privado,0.617443480132025,0.0,0.617443480132025,0.0,0.0,0.0,0.0,1.103956007282187
20.200000000000003,privado,0.624094138842962,0.0,0.624094138842962,0.0,0.0,0.0,0.0,1.1071877008533664
20.3,privado,0.6239945244699793,0.0,0.6239945244699793,0.0,0.0,0.0,0.0,1.1104359619398965
20.400000000000002,privado,0.6129923596034259,0.0,0.6129923596034259,0.0,0.0,0.0,0.0,1.1137432418682254
20.5,privado,0.6077942649085959,0.0,0.6077942649085959,0.0,0.0,0.0,0.0,1.1170883736597563
20.6,privado,0.613878030092917,0.0,0.613878030092917,0.0,0.0,0.0,0.0,1.1204951462065615
20.700000000000003,privado,0.6218586020619415,0.0,0.6218586020619415,0.0,0.0,0.0,0.0,1.1239910900245675
20.8,privado,0.625339273049214,0.0,0.625339273049214,0.0,0.0,0.0,0.0,1.1275432906597582
20.900000000000002,privado,0.627619957588629,0.0,0.627619957588629,0.0,0.0,0.0,0.0,1.1311598417857835
21.0,privado,0.6306709830934033,0.0,0.6306709830934033,0.0,0.0,0.0,0.0,1.1348525219884529
21.1,privado,0.6388229351332486,0.0,0.6388229351332486,0.0,0.0,0.0,0.0,1.1386330536788631
21.200000000000003,privado,0.6359709554526833,0.0,0.6359709554526833,0.0,0.0,0.0,0.0,1.1424123276882687
21.3,privado,0.6316851241948447,0.0,0.6316851241948447,0.0,0.0,0.0,0.0,1.1462279799758495
21.400000000000002,privado,0.622910851066615,0.0,0.622910851066615,0.0,0.0,0.0,0.0,1.1500576972319372
21.5,privado,0.6302640830068996,0.0,0.6302640830068996,0.0,0.0,0.0,0.0,1.153933791337829
21.6,privado,0.6418525393316021,0.0,0.6418525393316021,0.0,0.0,0.0,0.0,1.1578592763785773
21.700000000000003,privado,0.6487820222213196,0.0,0.6487820222213196,0.0,0.0,0.0,0.0,1.161800255498947
21.8,privado,0.6521397419844082,0.0,0.6521397419844082,0.0,0.0,0.0,0.0,1.1657842635280307
21.900000000000002,privado,0.6568794348187934,0.0,0.6568794348187934,0.0,0.0,0.0,0.0,1.169773578639588
22.0,privado,0.6593722107056039,0.0,0.6593722107056039,0.0,0.0,0.0,0.0,1.1737733108819228
22.1,privado,0.6558839303749929,0.0,0.6558839303749929,0.0,0.0,0.0,0.0,1.177760766805382
22.200000000000003,privado,0.6551644636325011,0.0,0.6551644636325011,0.0,0.0,0.0,0.0,1.1817524227897966
22.3,privado,0.6553221497088291,0.0,0.6553221497088291,0.0,0.0,0.0,0.0,1.1857596108368202
22.400000000000002,privado,0.6577903298549426,0.0,0.6577903298549426,0.0,0.0,0.0,0.0,1.1897577337625975
22.5,privado,0.6634510502468052,0.0,0.6634510502468052,0.0,0.0,0.0,0.0,1.1937504331982836
22.6,privado,0.6674129812401597,0.0,0.6674129812401597,0.0,0.0,0.0,0.0,1.1977284086258648
22.700000000000003,privado,0.6615411209594255,0.0,0.6615411209594255,0.0,0.0,0.0,0.0,1.2016680927944674
22.8,privado,0.6543676088293369,0.0,0.6543676088293369,0.0,0.0,0.0,0.0,1.2055749667554487
22.900000000000002,privado,0.658383174872512,0.0,0.658383174872512,0.0,0.0,0.0,0.0,1.209457229790585
23.0,privado,0.6654239147441156,0.0,0.6654239147441156,0.0,0.0,0.0,0.0,1.213334109431429
23.1,privado,0.6722721003240701,0.0,0.6722721003240701,0.0,0.0,0.0,0.0,1.2172141149116222
23.200000000000003,privado,0.6703990345353281,0.0,0.6703990345353281,0.0,0.0,0.0,0.0,1.2210537003095037
23.3,privado,0.6634197486577554,0.0,0.6634197486577554,0.0,0.0,0.0,0.0,1.2248582256284626
23.400000000000002,privado,0.6564652635165068,0.0,0.6564652635165068,0.0,0.0,0.0,0.0,1.2286519317743922
23.5,privado,0.6484443834649596,0.0,0.6484443834649596,0.0,0.0,0.0,0.0,1.2323902605467658
23.6,privado,0.6462132123302657,0.0,0.6462132123302657,0.0,0.0,0.0,0.0,1.23607846797348
23.700000000000003,privado,0.6427272469200151,0.0,0.6427272469200151,0.0,0.0,0.0,0.0,1.2397446162490353
23.8,privado,0.6394358193402286,0.0,0.6394358193402286,0.0,0.0,0.0,0.0,1.243380654024855
23.900000000000002,privado,0.638503687643207,0.0,0.638503687643207,0.0,0.0,0.0,0.0,1.2469719547263645
24.0,privado,0.6350471876026239,0.0,0.6350471876026239,0.0,0.0,0.0,0.0,1.250565524587651
24.1,privado,0.6259864788774276,0.0,0.6259864788774276,0.0,0.0,0.0,0.0,1.2541452081242137
24.200000000000003,privado,0.6256301304858882,0.0,0.6256301304858882,0.0,0.0,0.0,0.0,1.2577607232016965
24.3,privado,0.6342045984166659,0.0,0.6342045984166659,0.0,0.0,0.0,0.0,1.2613873190578904
24.400000000000002,privado,0.6393751068414746,0.0,0.6393751068414746,0.0,0.0,0.0,0.0,1.2650429129683314
24.5,privado,0.6407485323871212,0.0,0.6407485323871212,0.0,0.0,0.0,0.0,1.2687182606694478
24.6,privado,0.6376889269855976,0.0,0.6376889269855976,0.0,0.0,0.0,0.0,1.2724016412309807
24.700000000000003,privado,0.632584142382967,0.0,0.632584142382967,0.0,0.0,0.0,0.0,1.2760810101660107
24.8,privado,0.632821388784127,0.0,0.632821388784127,0.0,0.0,0.0,0.0,1.2797716555474188
24.900000000000002,privado,0.6443148037367314,0.0,0.6443148037367314,0.0,0.0,0.0,0.0,1.283472293037792
25.0,privado,0.6542263459546309,0.0,0.6542263459546309,0.0,0.0,0.0,0.0,1.2871934977497155
25.1,privado,0.6581601607817675,0.0,0.6581601607817675,0.0,0.0,0.0,0.0,1.2908995410928328
25.200000000000003,privado,0.6548903294946192,0.0,0.6548903294946192,0.0,0.0,0.0,0.0,1.2946007715053147
25.3,privado,0.6525445231620526,0.0,0.6525445231620526,0.0,0.0,0.0,0.0,1.2983041273244087
25.400000000000002,privado,0.6587644177026835,0.0,0.6587644177026835,0.0,0.0,0.0,0.0,1.3019829362295408
25.5,privado,0.657304159540702,0.0,0.657304159540702,0.0,0.0,0.0,0.0,1.3056493601363472
25.6,privado,0.6517733755776474,0.0,0.6517733755776474,0.0,0.0,0.0,0.0,1.3093028522767391
25.700000000000003,privado,0.6583632449911057,0.0,0.6583632449911057,0.0,0.0,0.0,0.0,1.3129252581834638
25.8,privado,0.6622125548989013,0.0,0.6622125548989013,0.0,0.0,0.0,0.0,1.3165412675534423
25.900000000000002,privado,0.6658160464176666,0.0,0.6658160464176666,0.0,0.0,0.0,0.0,1.32013105013113
26.0,privado,0.662133809004717,0.0,0.662133809004717,0.0,0.0,0.0,0.0,1.3236779339449904
26.1,privado,0.6612997217140324,0.0,0.6612997217140324,0.0,0.0,0.0,0.0,1.3271676873707228
26.200000000000003,privado,0.6588253867829359,0.0,0.6588253867829359,0.0,0.0,0.0,0.0,1.3306334031274374
26.3,privado,0.6495147011432942,0.0,0.6495147011432942,0.0,0.0,0.0,0.0,1.3340346541099102
26.400000000000002,privado,0.6359901601663083,0.0,0.6359901601663083,0.0,0.0,0.0,0.0,1.3373679281427555
26.5,privado,0.6252554576390705,0.0,0.6252554576390705,0.0,0.0,0.0,0.0,1.3406225165645007
26.6,privado,0.6302969320804358,0.0,0.6302969320804358,0.0,0.0,0.0,0.0,1.3438511141329221
26.700000000000003,privado,0.6322194395919782,0.0,0.6322194395919782,0.0,0.0,0.0,0.0,1.3470382472112217
26.8,privado,0.6272608990664374,0.0,0.6272608990664374,0.0,0.0,0.0,0.0,1.3501646897716388
26.900000000000002,privado,0.6292033095911271,0.0,0.6292033095911271,0.0,0.0,0.0,0.0,1.3532459980166731
27.0,privado,0.6251937438117552,0.0,0.6251937438117552,0.0,0.0,0.0,0.0,1.3562690314733254
27.1,privado,0.6196812478411746,0.0,0.6196812478411746,0.0,0.0,0.0,0.0,1.3592627838538487
27.200000000000003,privado,0.6253538686995682,0.0,0.6253538686995682,0.0,0.0,0.0,0.0,1.3622788179121337
27.3,privado,0.6329891873217817,0.0,0.6329891873217817,0.0,0.0,0.0,0.0,1.3653446598140706
27.400000000000002,privado,0.6345987575735813,0.0,0.6345987575735813,0.0,0.0,0.0,0.0,1.3684129949266899
27.5,privado,0.6403960959555582,0.0,0.6403960959555582,0.0,0.0,0.0,0.0,1.371558044840274
27.6,privado,0.6465407495151695,0.0,0.6465407495151695,0.0,0.0,0.0,0.0,1.3747375896171863
27.700000000000003,privado,0.6493979526425999,0.0,0.6493979526425999,0.0,0.0,0.0,0.0,1.3779475530389051
27.8,privado,0.6470058307177248,0.0,0.6470058307177248,0.0,0.0,0.0,0.0,1.3811797504040895
27.900000000000002,privado,0.6416756161550454,0.0,0.6416756161550454,0.0,0.0,0.0,0.0,1.384421903900447
28.0,privado,0.6389819004113795,0.0,0.6389819004113795,0.0,0.0,0.0,0.0,1.387686993032101
28.1,privado,0.6279919518196877,0.0,0.6279919518196877,0.0,0.0,0.0,0.0,1.3909511342218674
28.200000000000003,privado,0.6299600344482632,0.0,0.6299600344482632,0.0,0.0,0.0,0.0,1.3942344638984914
28.3,privado,0.6419778357416799,0.0,0.6419778357416799,0.0,0.0,0.0,0.0,1.3975582594597178
28.400000000000002,privado,0.6540878417612564,0.0,0.6540878417612564,0.0,0.0,0.0,0.0,1.4008885425110291
28.5,privado,0.662506288772359,0.0,0.662506288772359,0.0,0.0,0.0,0.0,1.4042416591506517
28.6,privado,0.6616645608630377,0.0,0.6616645608630377,0.0,0.0,0.0,0.0,1.407606194541332
28.700000000000003,privado,0.6609016937671908,0.0,0.6609016937671908,0.0,0.0,0.0,0.0,1.4109669481855867
28.8,privado,0.6661769763131479,0.0,0.6661769763131479,0.0,0.0,0.0,0.0,1.4143438727391093
28.900000000000002,privado,0.6581919796859907,0.0,0.6581919796859907,0.0,0.0,0.0,0.0,1.417686830493201
29.0,privado,0.6584378206770232,0.0,0.6584378206770232,0.0,0.0,0.0,0.0,1.4210344290407613
29.1,privado,0.6544267366547062,0.0,0.6544267366547062,0.0,0.0,0.0,0.0,1.4243692487913875
29.200000000000003,privado,0.6439007988077299,0.0,0.6439007988077299,0.0,0.0,0.0,0.0,1.4276819013760542
29.3,privado,0.6417178657641402,0.0,0.6417178657641402,0.0,0.0,0.0,0.0,1.4309795787501838
29.400000000000002,privado,0.6501222973612242,0.0,0.6501222973612242,0.0,0.0,0.0,0.0,1.4342690687809658
29.5,privado,0.6578924256615539,0.0,0.6578924256615539,0.0,0.0,0.0,0.0,1.4375685727413363
29.6,privado,0.6605424111297378,0.0,0.6605424111297378,0.0,0.0,0.0,0.0,1.4408544478414438
29.700000000000003,privado,0.6538284388550688,0.0,0.6538284388550688,0.0,0.0,0.0,0.0,1.4440924893557334
29.8,privado,0.6429189843500438,0.0,0.6429189843500438,0.0,0.0,0.0,0.0,1.4472805264912465
29.900000000000002,privado,0.6424403445368612,0.0,0.6424403445368612,0.0,0.0,0.0,0.0,1.450457409018553
30.0,privado,0.6415678684382161,0.0,0.6415678684382161,0.0,0.0,0.0,0.0,1.4536119049740301
30.1,privado,0.6391803366724724,0.0,0.6391803366724724,0.0,0.0,0.0,0.0,1.4567316279915092
30.200000000000003,privado,0.6442956498171826,0.0,0.6442956498171826,0.0,0.0,0.0,0.0,1.4598252260828914
30.3,privado,0.6543253494477439,0.0,0.6543253494477439,0.0,0.0,0.0,0.0,1.4629058756888362
30.400000000000002,privado,0.6549274147522627,0.0,0.6549274147522627,0.0,0.0,0.0,0.0,1.465955860296849
30.5,privado,0.6496890495594091,0.0,0.6496890495594091,0.0,0.0,0.0,0.0,1.4689675375638265
30.6,privado,0.6497014412002351,0.0,0.6497014412002351,0.0,0.0,0.0,0.0,1.4719461468493804
30.700000000000003,privado,0.6444388905914596,0.0,0.6444388905914596,0.0,0.0,0.0,0.0,1.4749187529431915
30.8,privado,0.6441424763578796,0.0,0.6441424763578796,0.0,0.0,0.0,0.0,1.47791059628472
30.900000000000002,privado,0.6413184061596875,0.0,0.6413184061596875,0.0,0.0,0.0,0.0,1.4809045104160026
31.0,privado,0.6342113766404989,0.0,0.6342113766404989,0.0,0.0,0.0,0.0,1.4839152280164791
31.1,privado,0.6287196855612331,0.0,0.6287196855612331,0.0,0.0,0.0,0.0,1.486915452277843
31.200000000000003,privado,0.627703329256342,0.0,0.627703329256342,0.0,0.0,0.0,0.0,1.4899111418974584
31.3,privado,0.6455500185647829,0.0,0.6455500185647829,0.0,0.0,0.0,0.0,1.4929569187941771
