w_mb,w_me,w_k,w_r,c_w_psi,c_w_q,c_w_m,c_w_b,auc
0.433767968178903,0.37316031296530133,0.3923284582132137,0.03482031829569732,0.1241977656131148,0.3162951895583976,0.09201493177209256,0.3185456614222898,1.0
0.4644172800603607,0.044737920952270874,0.3330117139696029,0.08817819000403793,0.3811458552116884,0.220873971423732,0.17026049068729462,0.24701864962145414,1.0
0.4568807144084786,0.39681680221122195,0.3997687636896752,0.25822970131782047,0.0856791782647776,0.29113731958748734,0.33206578659364033,0.11459749954644731,1.0
0.32284622008630165,0.16991076992618237,0.020567661822771744,0.3361322156117224,0.31800392556162105,0.3149855498526009,0.2829208255958753,0.29564308317522436,1.0
0.2916661986279161,0.12861827289635983,0.29952831186682194,0.4006947169213615,0.44213170175222954,0.35721240781452124,0.048928956666709815,0.3164647606772256,1.0
0.06726666308031688,0.06141020882184556,0.21353600530958416,0.03375924009370751,0.047526391260099325,0.00020749766628220813,0.14834766429604948,0.27886459726520274,1.0
0.024386845195940962,0.26090304258634217,0.3292509269664746,0.08400042428893556,0.13217736133926383,0.34432038944821447,0.2798623673830322,0.19401903585510727,1.0
0.5734399155057862,0.03710243096979791,0.15779260717550178,0.36889877805318644,0.23170676339156704,0.3009315657734211,0.17142072549287674,0.2700957556613639,1.0
0.3252757465001307,0.14716173608872704,0.08767568659145293,0.10418967071750751,0.6763417295142564,0.047564139213584204,0.029233999037721347,0.06346489140796685,1.0
0.1227425580177453,0.3292430491227599,0.15940264938968496,0.4951942286802412,0.12349013201155115,0.26141593027745735,0.1525680324484252,0.1414505436109466,1.0
0.6125589393378575,0.3902382583313599,0.3491435835096715,0.09615033951756652,0.19871812908804065,0.26242955163802534,0.09828841775698519,0.26450104708100874,1.0
0.3964944555667512,0.22036350739616117,0.33141876993551433,0.3552663858713389,0.02391998849756253,0.019783654858406274,0.20452987383504534,0.1750291472240192,1.0
0.18212925874009397,0.16746243492592067,0.30316412749314425,0.413305742328965,0.5051007611010397,0.1541477923428412,0.0920368989083364,0.18789064947693124,1.0
0.2203247329950667,0.22563805481888918,0.27066095300385506,0.03303960545969742,0.0009607185204725144,0.08491085553629718,0.30413390922438555,0.23266467476228128,1.0
0.120372246355916,0.35610558472944753,0.187982376114936,0.23804587833933033,0.8419877494583896,0.02379467687333601,0.0731606133737643,0.21087767705570007,1.0
0.13684055670740286,0.2718108036835831,0.08563691573468808,0.04957848529940717,0.18628664367675576,0.16909361370882492,0.05988702171884716,0.04848912897240503,1.0
0.6021973203532586,0.12815888143892315,0.14430347460730145,0.027635204750613818,0.32163266115184874,0.10592287092863187,0.20756492289620812,0.0739405071620664,1.0
0.6218558171439883,0.3718666483678221,0.03993242287071608,0.053701478144288606,0.10379379429988918,0.2478277025241248,0.04146944783127179,0.30685763445489583,1.0
0.5279900604565246,0.3279235432952097,0.21042421075440837,0.4983386057595767,0.03975759264974515,0.16050598567444535,0.11013846743879631,0.3415123795365508,1.0
0.403802670948315,0.3224763861778901,0.06813647746340755,0.48931707195021945,0.4487755921886837,0.19746883050825834,0.3301008077055509,0.1370636500381722,1.0
0.278267517188495,0.23390108112197466,0.051221044219114775,0.16054281320592745,0.17388749020061747,0.041313391642819844,0.29448916615254683,0.21215921980589136,1.0
0.25107095406953783,0.16346775094668514,0.17260760147494186,0.3165745910723547,0.834092452340094,0.37311184786279306,0.13310727304042555,0.11853448545519704,1.0
0.3157325501296785,0.22717369217139705,0.18472716457989932,0.32937670490835047,0.4989591210417873,0.12828621867763043,0.11754847395929509,0.13629340352150313,1.0
0.06624783777457208,0.06642505296558925,0.28924552085815447,0.19454835576104001,0.1930850753041293,0.22506896422994294,0.2568834444409653,0.0926720504443337,1.0
0.578752917346621,0.37100194385001983,0.2389578116295363,0.3344738294957898,0.04731839129074984,0.3782079564087626,0.1334448096500809,0.33260414419635476,1.0
0.40528426732516976,0.001847519537331044,0.015416799729374287,0.340209402834961,0.5064012124487398,0.010612974882429738,0.25277638681561104,0.3067723213449054,1.0
0.34749223770751575,0.186302976142902,0.002189243533850993,0.39332485624679964,0.2976444600714949,0.35150544791301586,0.12684059976973805,0.20342804782705398,1.0
0.18923925173952927,0.06423532503396748,0.3099631613525312,0.2482952394231408,0.48283913137702567,0.3861663813926942,0.32761717015553227,0.30803116381286527,1.0
0.1313265049355235,0.237709077720632,0.351258969862215,0.18723196822446886,0.09099554934202647,0.32438516089596875,0.16379960746313837,0.20318136492930428,1.0
0.687501007422491,0.24288457219762885,0.16999175426644056,0.1849921839235989,0.37585736338864106,0.047359633271467506,0.27021518986197446,0.3015780689473348,1.0
0.1990779942013862,0.12151864736397765,0.34973370253392533,0.011985177763977728,0.4684116993905049,0.18547028587260042,0.23464310165667635,0.058821012053803606,1.0
0.4678315185566076,0.1506936031499506,0.24748591126785682,0.02004750493638796,0.41555447746605845,0.20890035759294887,0.07287097697069546,0.05026451550448345,1.0
0.13193201210861097,0.13765643122533922,0.038724059721988585,0.4736598978648022,0.3644946553462356,0.3235878410026996,0.3313018218570079,0.02906470080098608,1.0
0.4561686275544958,0.3485636346964856,0.2536937735866913,0.21451306067870635,0.38796872187414444,0.014359554402943564,0.18176425543835362,0.35767547884326506,1.0
0.6710952681803538,0.016159691536865275,0.2823188014517953,0.1508824333484654,0.8126902380655231,0.018045898283711417,0.3181971946837674,0.3014912677635997,1.0
0.08225306757682105,0.023929734926919678,0.33388306573077436,0.07787883548728969,0.48140833767828345,0.36629794315148384,0.19293235860676994,0.14300398853021667,1.0
0.31151123839779454,0.02524686828154841,0.3875009285446396,0.1553270925405414,0.17042714250556845,0.11441892073615811,0.32788688626310286,0.03394297925568252,1.0
0.607112128350827,0.28313755776057914,0.3320076716636113,0.48794877018394817,0.7579391899651847,0.37735294051114115,0.043157987308912724,0.2864838834601092,1.0
0.3819729858567334,0.21739823803194427,0.3595686305282055,0.48590190932335564,0.6343544907388629,0.1931753557887136,0.15517731168662743,0.13908292460034544,1.0
0.25311932070086385,0.15660273667377256,0.03590129410047811,0.03871804263021911,0.7018828594850806,0.17842915716809046,0.316432726105171,0.2203995630938229,1.0
0.024623187529093826,0.0630093365269918,0.08232791720520304,0.4878680121948303,0.1968338035364714,0.20630227051522054,0.3183001567576667,0.35178938276916866,1.0
0.1654523047684812,0.019647057500016052,0.0614407330151034,0.031664239351279044,0.17561181698310277,0.22742788588149418,0.31023259074051823,0.19339879812996238,1.0
0.4381926896893565,0.08074690064381645,0.3202334482695401,0.3088944542527916,0.7777231462734524,0.37953724280231366,0.11828626375724138,0.032608461072758166,1.0
