,lzc,lzc,lzc,pe,pe,pe
,mean,std,count,mean,std,count
state,,,,,,
basal,0.4233034255295286,0.05200812836891896,755,0.6917211078765897,0.028568839370467704,755
sedacao_leve,0.44773981776502225,0.06292853382784944,780,0.6983529835578951,0.024205657704906975,780
sedacao_moderada,0.4508003229925374,0.06428322034408175,751,0.6949096201561117,0.021693993986423136,751
recuperacao,0.44256970407533663,0.041590802724849475,796,0.6983446569658567,0.02548913920984342,796
