subject,state,epoch,lzc,pe
02,sedacao_leve,16,0.46629415799123397,0.7062621261305244
02,sedacao_leve,17,0.47477854839520295,0.7036254121273148
02,sedacao_leve,18,0.4658476111278671,0.6997318377513256
02,sedacao_leve,19,0.46262255044799583,0.6994472718563554
02,sedacao_leve,20,0.4715534877153316,0.6983112217054861
02,sedacao_leve,21,0.4554778006341272,0.7018100317746675
02,sedacao_leve,22,0.4626721667661478,0.6937207533119816
02,sedacao_leve,23,0.4579090002235685,0.6923726808222624
02,sedacao_leve,24,0.47110694085196486,0.7010944325061479
02,sedacao_leve,25,0.4817248329364642,0.7061489780194291
02,sedacao_leve,26,0.45289775209023014,0.7018503459462623
02,sedacao_leve,27,0.4582066981324798,0.6949262423162189
02,sedacao_leve,28,0.46639339062753765,0.694722789579559
02,sedacao_leve,29,0.46649262326384144,0.701333780738953
02,sedacao_leve,30,0.4685765086262198,0.7016183374142985
02,sedacao_leve,31,0.47825169066583356,0.6997650967366937
02,sedacao_leve,32,0.48857188484142156,0.7102910328801967
02,sedacao_leve,33,0.4806332739371232,0.6977464059807821
02,sedacao_leve,34,0.45671820858792384,0.6966717788768937
02,sedacao_leve,35,0.4730915935780395,0.697726248210793
02,sedacao_leve,36,0.48281639193580517,0.7054424003799038
02,sedacao_leve,37,0.46941998603480145,0.6996966843518025
02,sedacao_leve,38,0.4875299421602325,0.7002551646238718
02,sedacao_leve,39,0.45711513913313884,0.7114693555953101
02,sedacao_leve,40,0.46698878644535996,0.7053772438724238
02,sedacao_leve,41,0.4719504182605467,0.7113356058863256
02,sedacao_moderada,0,0.4900107580678257,0.7058140571275435
02,sedacao_moderada,1,0.5205247937312231,0.7128118304720575
02,sedacao_moderada,2,0.5233033075477276,0.7146815025476346
02,sedacao_moderada,3,0.5060864451490301,0.7101346707856275
02,sedacao_moderada,4,0.5157120108704921,0.7131415195546768
02,sedacao_moderada,5,0.5100557506011795,0.7096717401117523
02,sedacao_moderada,6,0.5015217438790586,0.7148309898013377
02,sedacao_moderada,7,0.4932854350658489,0.7064643149705406
02,sedacao_moderada,8,0.5035560129232851,0.7101183452401821
02,sedacao_moderada,9,0.4978005200176686,0.7166246874209624
02,sedacao_moderada,10,0.5156127782341884,0.717748556456353
02,sedacao_moderada,11,0.5127846480995322,0.7090887806152062
02,sedacao_moderada,12,0.5070787715120676,0.7095660206997751
02,sedacao_moderada,13,0.5025636865602477,0.7139059886329455
02,sedacao_moderada,14,0.4999340216981989,0.7112842190034426
02,sedacao_moderada,15,0.4970066589272387,0.719778489731879
02,sedacao_moderada,16,0.5130327296902913,0.7148360592858296
02,sedacao_moderada,17,0.49829668319918724,0.7084328351729464
02,sedacao_moderada,18,0.5012736622882992,0.7172904683766637
02,sedacao_moderada,19,0.4844041141166648,0.7117188000319855
02,sedacao_moderada,20,0.5234025401840313,0.7164445454075907
02,sedacao_moderada,21,0.5198797815952488,0.7171749483030535
02,sedacao_moderada,22,0.5177462799147188,0.7153196544173905
02,sedacao_moderada,23,0.513925823417025,0.7232209972913879
02,sedacao_moderada,24,0.5157120108704922,0.7145829717336737
02,sedacao_moderada,25,0.5178951288691743,0.7155046374199454
02,sedacao_moderada,26,0.48772840743283974,0.7164329768610601
02,sedacao_moderada,27,0.518688989959604,0.7168059291933453
02,sedacao_moderada,28,0.5125861828269246,0.7186986553766637
02,sedacao_moderada,29,0.5141242886896324,0.7146757175700299
02,sedacao_moderada,30,0.5134792765536581,0.7214202850030358
02,sedacao_moderada,31,0.5174485820058075,0.7172889291672997
02,sedacao_moderada,32,0.511693089100191,0.7173486032721258
02,sedacao_moderada,33,0.4953197041100753,0.7049747858703254
02,sedacao_moderada,34,0.5010751970156917,0.7113588130465068
02,recuperacao,0,0.44183331314236407,0.6847298834380162
02,recuperacao,1,0.43017347837667563,0.6800504489494306
02,recuperacao,2,0.45810746549617604,0.690165738798852
02,recuperacao,3,0.43022309469482745,0.6771558064939533
02,recuperacao,4,0.4224333327449845,0.673495371022877
02,recuperacao,5,0.4269484176968043,0.6707082530805254
02,recuperacao,6,0.4262041729245264,0.6751565765697483
02,recuperacao,7,0.43910441564401154,0.6783262182187433
02,recuperacao,8,0.4470926428664618,0.677505641888095
02,recuperacao,9,0.45438624163478614,0.6788887059474374
02,recuperacao,10,0.4298757804677645,0.6721655948968426
02,recuperacao,11,0.4235745080624776,0.6668784850769339
02,recuperacao,12,0.4364251344638108,0.6788229758215358
02,recuperacao,13,0.4483330508202585,0.6810941753725247
02,recuperacao,14,0.4460010838671209,0.6960910494921186
02,recuperacao,15,0.4369212976453294,0.6832994067040425
02,recuperacao,16,0.4591494081773653,0.6908020548212818
02,recuperacao,17,0.44113868468823797,0.6820307269565257
02,recuperacao,18,0.44525683909484287,0.6822570520377804
02,recuperacao,19,0.4351847265100142,0.6783740700225671
02,recuperacao,20,0.4510619483186112,0.6790702100771279
02,recuperacao,21,0.43984866041628945,0.6693244315284032
02,recuperacao,22,0.43329930642024317,0.6744694733267829
02,recuperacao,23,0.43017347837667574,0.6751311426983384
02,recuperacao,24,0.4402455909615045,0.6824435439804034
02,recuperacao,25,0.4476384223661324,0.6844005540866414
02,recuperacao,26,0.43746707714499994,0.6990001332175458
02,recuperacao,27,0.45359238054435624,0.694246377986272
02,recuperacao,28,0.4393524972347707,0.6813030949104175
02,recuperacao,29,0.44912691191068843,0.6839730696821623
02,recuperacao,30,0.4348870286011029,0.6812982316579133
02,recuperacao,31,0.42575762606115974,0.6701069423265896
02,recuperacao,32,0.4419325457786679,0.6803936722039212
02,recuperacao,33,0.4501688545918775,0.6951815204703476
02,recuperacao,34,0.4537412294988119,0.699996684617097
02,recuperacao,35,0.45126041359121855,0.6945366236604317
02,recuperacao,36,0.449623075092207,0.693911666383122
02,recuperacao,37,0.43582973864598834,0.6967484877897191
02,recuperacao,38,0.438161705599126,0.6876353542788022
02,recuperacao,39,0.4419821620968196,0.69496750704048
03,basal,0,0.43057040892189063,0.7212524288887622
03,basal,1,0.43741746082684807,0.7203242563128252
03,basal,2,0.42779189510538623,0.7146905013690903
03,basal,3,0.41826556202022785,0.7101405527683394
03,basal,4,0.4253606955159447,0.7199290050847298
03,basal,5,0.4427264068690977,0.7092716276522459
03,basal,6,0.4037775971198832,0.715859431422295
03,basal,7,0.41563589715817906,0.7084764978657153
03,basal,8,0.4340931675106731,0.7318293513266364
03,basal,9,0.39479704353439554,0.7089323618464823
03,basal,10,0.40933462475289206,0.7212760953667711
03,basal,11,0.39926251216806335,0.7091491462225308
03,basal,12,0.38368298826837755,0.7044812389754722
03,basal,13,0.39767478998720374,0.7118722776309815
03,basal,14,0.35029120615217185,0.7069068313645561
03,basal,15,0.3574855722841924,0.7021051036800802
03,basal,16,0.37822519327167226,0.7025378240061986
03,basal,17,0.36274490200829024,0.6997460959765572
03,basal,18,0.3756947610459272,0.7076827845071463
03,basal,19,0.3918696807634355,0.6900822087059321
03,basal,20,0.4015448628030492,0.6856597163614823
03,basal,21,0.3748512836373454,0.6895610211192613
03,basal,22,0.3675080685508693,0.6812253685998827
03,basal,23,0.40660572725453953,0.702868903639144
03,basal,24,0.36180219196340485,0.6864091247072404
03,basal,25,0.38269066190534023,0.6761539208513572
03,basal,26,0.3776794137720018,0.6706065964568696
03,basal,27,0.3756947610459271,0.6905585131411562
03,basal,28,0.3976747899872037,0.690820898705046
03,basal,29,0.38164871922415106,0.6776983957908229
03,basal,30,0.3754466794551678,0.684748425121541
03,basal,31,0.3984190347594816,0.684197845409889
03,basal,32,0.3800609970432913,0.6844291781096898
03,basal,33,0.39921289584991154,0.6980735253919911
03,basal,34,0.40343028289282,0.7057336556010608
03,basal,35,0.39757555735089994,0.688889312853072
03,basal,36,0.38135102131523985,0.6797545282639049
03,basal,37,0.37921751963470957,0.6844392060221139
03,sedacao_leve,0,0.49720512419984625,0.7375819792472078
03,sedacao_leve,1,0.4643095052651593,0.7199357282252196
03,sedacao_leve,2,0.4727938956691284,0.7415372932661292
03,sedacao_leve,3,0.4706107776704463,0.7329203821325888
03,sedacao_leve,4,0.46103482826713604,0.7233778804966416
03,sedacao_leve,5,0.46659185590014507,0.729333906651996
03,sedacao_leve,6,0.47765629484801114,0.7429342723132185
03,sedacao_leve,7,0.4941785287925824,0.7300391468389594
03,sedacao_leve,8,0.4955181693826828,0.7562447445502681
03,sedacao_leve,9,0.46083636299452874,0.7371412094963031
03,sedacao_leve,10,0.4488292140017772,0.7491822438202073
03,sedacao_leve,11,0.45508087008891224,0.7225296975160603
03,sedacao_leve,12,0.4279407440598417,0.7194242427445063
03,sedacao_leve,13,0.49497238988301223,0.7291559134882268
03,sedacao_leve,14,0.4733396751687989,0.7328863523099582
03,sedacao_leve,15,0.46847727598991606,0.7232701526580106
03,sedacao_leve,16,0.4453560717311467,0.7213170459793742
03,sedacao_leve,17,0.43831055455358164,0.7257897506012451
03,sedacao_leve,18,0.3969801615330775,0.6946395472244459
03,sedacao_leve,19,0.4302230946948275,0.7175724551284433
03,sedacao_leve,20,0.397525941032748,0.6907216037255678
03,sedacao_leve,21,0.43930288091661895,0.7056707654551603
03,sedacao_leve,22,0.3980221042142667,0.6837755259696069
03,sedacao_leve,23,0.3961863004426476,0.7003476672739245
03,sedacao_leve,24,0.4010983159396824,0.6915715085384524
03,sedacao_leve,25,0.3951939740796103,0.7053855516134547
03,sedacao_leve,26,0.45423739268033053,0.7036447524914329
03,sedacao_leve,27,0.4120635222512446,0.7110753057840693
03,sedacao_leve,28,0.4130062322961302,0.7092603348354588
03,sedacao_leve,29,0.3685500112320584,0.7064891411991803
03,sedacao_leve,30,0.38775152635683047,0.7120127452022643
03,sedacao_leve,31,0.3962359167607995,0.702165440035515
03,sedacao_leve,32,0.3718246882300815,0.6995458022093712
03,sedacao_moderada,0,0.4183151783383797,0.7361852978341756
03,sedacao_moderada,1,0.40447222557400925,0.7262482430706908
03,sedacao_moderada,2,0.37981291545253193,0.6987149828139029
03,sedacao_moderada,3,0.4030333523476052,0.7047554650313053
03,sedacao_moderada,4,0.34771115760827487,0.6905588212903172
03,sedacao_moderada,5,0.4017929443938086,0.7044768958601503
03,sedacao_moderada,6,0.36572188109740217,0.6853422301208076
03,sedacao_moderada,7,0.32994851570990696,0.6829910582424978
03,sedacao_moderada,8,0.35768403755679984,0.6973748410961497
03,sedacao_moderada,9,0.38403030249544057,0.6763365191549109
03,sedacao_moderada,10,0.3613556451000379,0.6874542640264256
03,sedacao_moderada,11,0.34696691283599684,0.6853329028984427
03,sedacao_moderada,12,0.36725998696011003,0.6756522538508626
03,sedacao_moderada,13,0.32067026421550804,0.6776923180170095
03,sedacao_moderada,14,0.37018734973107,0.6920170465006716
03,sedacao_moderada,15,0.36373722837132744,0.6902946347278759
03,sedacao_moderada,16,0.33456283329803044,0.6916874602177852
03,sedacao_moderada,17,0.3513331488333611,0.6927850719592392
03,sedacao_moderada,18,0.3577832701931036,0.6924189421952464
03,sedacao_moderada,19,0.3496461940161976,0.6813816668234582
03,sedacao_moderada,20,0.3487531002894641,0.6701849097169872
03,sedacao_moderada,21,0.3312385399818555,0.6927992203343639
03,sedacao_moderada,22,0.28782426159897295,0.6844907297126906
03,sedacao_moderada,23,0.3255326633943909,0.6733104034677702
03,sedacao_moderada,24,0.3243418717587462,0.690485885892035
03,sedacao_moderada,25,0.31000275581285697,0.6901534618665995
03,sedacao_moderada,26,0.31422014285576555,0.6892857317371175
03,sedacao_moderada,27,0.27318744774417253,0.6892763503404243
03,sedacao_moderada,28,0.32424263912244244,0.7043747286737584
03,sedacao_moderada,29,0.2849961314643166,0.7052942171765428
03,sedacao_moderada,30,0.3109950821758943,0.7090658760732592
03,recuperacao,0,0.44982154036481437,0.7355684315291318
03,recuperacao,1,0.47343890780510245,0.7447230665558086
03,recuperacao,2,0.4272957319238675,0.7130249905781522
03,recuperacao,3,0.45567626590673466,0.748882902325114
03,recuperacao,4,0.4481345855476511,0.7443524885465289
03,recuperacao,5,0.44545530436745034,0.7352851153901019
03,recuperacao,6,0.4479361202750436,0.7307903339339801
03,recuperacao,7,0.4412379173245417,0.7310217933902149
03,recuperacao,8,0.4610348282671361,0.7480194639436966
03,recuperacao,9,0.4254599281522484,0.7243610189322632
03,recuperacao,10,0.42025021474630253,0.7275351902045163
03,recuperacao,11,0.43458933069219163,0.7244625569264795
03,recuperacao,12,0.4810302044823381,0.7487438613628294
03,recuperacao,13,0.4604394324493138,0.7487640495501724
03,recuperacao,14,0.44525683909484287,0.748987984900223
03,recuperacao,15,0.4232271938354146,0.7496123581635535
03,recuperacao,16,0.44818420186580293,0.7317688908328764
03,recuperacao,17,0.44084098677932687,0.7134261041747986
03,recuperacao,18,0.3736108756835488,0.7181686299765485
03,recuperacao,19,0.4361274365548995,0.7118705630236257
03,recuperacao,20,0.4355320407370773,0.7263573635531072
03,recuperacao,21,0.4335473880110026,0.7219147639908918
03,recuperacao,22,0.410128485843322,0.7286872126052982
03,recuperacao,23,0.43017347837667574,0.7198105437827583
03,recuperacao,24,0.45344353158990075,0.7411174552262249
03,recuperacao,25,0.40769728625388046,0.7246393469401284
03,recuperacao,26,0.408243065753551,0.7215688258554177
03,recuperacao,27,0.40089985066707495,0.7053447751754541
03,recuperacao,28,0.39370548453505433,0.7221700810531111
03,recuperacao,29,0.4307192578763462,0.7187210348131978
03,recuperacao,30,0.43602820391859587,0.7607576914269415
03,recuperacao,31,0.4081438331172472,0.7105443458903965
03,recuperacao,32,0.4340931675106731,0.736796598960929
03,recuperacao,33,0.36433262418914986,0.7262056808695214
03,recuperacao,34,0.43692129764532944,0.737411761587115
03,recuperacao,35,0.4165786072030645,0.7539727292029624
05,basal,0,0.522807144366209,0.717910244218317
05,basal,1,0.5316884653153928,0.719732251026509
05,basal,2,0.5039529434685,0.7076419462421377
05,basal,3,0.5046475719226261,0.7072431423357834
05,basal,4,0.5221125159120829,0.7172954889450709
05,basal,5,0.5109984606460649,0.7087598279249172
05,basal,6,0.49497238988301223,0.7001745960237997
05,basal,7,0.5028117681510069,0.701672282229428
05,basal,8,0.5045979556044743,0.7118444847267805
05,basal,9,0.5247917970922835,0.7177966411499561
05,basal,10,0.5299022778619257,0.7203408269237813
05,basal,11,0.5081207141932568,0.7165187752565857
05,basal,12,0.5083191794658641,0.7118840668592298
05,basal,13,0.5255856581827133,0.7240589851794837
05,basal,14,0.5058879798764229,0.7062760563091527
05,basal,15,0.5134792765536582,0.7094119978228455
05,basal,16,0.5017202091516659,0.7018403802521425
05,basal,17,0.5100557506011795,0.7141128396946792
05,basal,18,0.5004301848797175,0.6995961430188293
05,basal,19,0.4981478342447317,0.7011967063131536
05,basal,20,0.5081703305114086,0.7133930446778897
05,basal,21,0.49110231706716684,0.6952332590173987
05,basal,22,0.5100061342830274,0.7090719635399191
05,basal,23,0.5078726326024974,0.7056228083244042
05,basal,24,0.5132808112810506,0.7115049614420734
05,basal,25,0.5127846480995321,0.7141751362403448
05,basal,26,0.5181432104599336,0.7122002552210388
05,basal,27,0.5107999953734574,0.7092512389666504
05,basal,28,0.503903327150348,0.7098471988574164
05,basal,29,0.47324044253249514,0.6957046063829122
05,basal,30,0.5155135455978846,0.7113742652452452
05,basal,31,0.5047964208770817,0.7111552146304096
05,basal,32,0.522410213820994,0.7175829728516268
05,basal,33,0.5078726326024974,0.7063957363059202
05,basal,34,0.5205247937312232,0.7187025330772905
05,basal,35,0.5130823460084432,0.7117199065685136
05,basal,36,0.5346654444045049,0.7198896350280897
05,basal,37,0.5237002380929426,0.7179702675619001
05,basal,38,0.5280168577721549,0.7130181626443467
05,basal,39,0.506185677785334,0.708620419431133
05,sedacao_leve,0,0.5339708159503787,0.7078216803641412
05,sedacao_leve,1,0.5303488247252927,0.7048284217651164
05,sedacao_leve,2,0.5214675037761085,0.703710792059337
05,sedacao_leve,3,0.5261810540005357,0.7003640511118412
05,sedacao_leve,4,0.5354593054949347,0.7090004577387883
05,sedacao_leve,5,0.5158112435067959,0.6992029420304086
05,sedacao_leve,6,0.5252383439556504,0.7049782907402217
05,sedacao_leve,7,0.5186393736414523,0.6999871746222035
05,sedacao_leve,8,0.5332265711781008,0.7045233307496556
05,sedacao_leve,9,0.52310484227512,0.7041526733851342
05,sedacao_leve,10,0.5282153230447623,0.7020086577962128
05,sedacao_leve,11,0.518688989959604,0.6996614231246899
05,sedacao_leve,12,0.5192843857774264,0.698862870785446
05,sedacao_leve,13,0.5370966439939463,0.7069280131145289
05,sedacao_leve,14,0.5181432104599336,0.7011063623345091
05,sedacao_leve,15,0.5357570034038459,0.7073600011212392
05,sedacao_leve,16,0.554561587983403,0.7136846434211698
05,sedacao_leve,17,0.540520169946425,0.7080076474884406
05,sedacao_leve,18,0.5321350121787597,0.7029472056505991
05,sedacao_leve,19,0.535310456540479,0.7081949280276003
05,sedacao_leve,20,0.5558019959371997,0.712483774587373
05,sedacao_leve,21,0.5322342448150635,0.7072780297483389
05,sedacao_leve,22,0.5365012481761239,0.7088628867883209
05,sedacao_leve,23,0.5691487855200517,0.7218913389869042
05,sedacao_leve,24,0.5400240067649064,0.707226093852342
05,sedacao_leve,25,0.5387835988111097,0.7125980343188522
05,sedacao_leve,26,0.5156623945523403,0.705343312224265
05,sedacao_leve,27,0.5514853762579873,0.7213151580595148
05,sedacao_leve,28,0.5698434139741777,0.7292438247001227
05,sedacao_leve,29,0.5583820444810969,0.7136912153548718
05,sedacao_leve,30,0.5351119912678717,0.7083012953885827
05,sedacao_leve,31,0.5499472703952795,0.712948413336521
05,sedacao_leve,32,0.5887968475081905,0.740791622315202
05,sedacao_leve,33,0.5528746331662396,0.7128880251604885
05,sedacao_leve,34,0.5511380620309244,0.7139060985740946
05,sedacao_leve,35,0.5466229770791045,0.7097331774319955
05,sedacao_leve,36,0.5302495920889889,0.7090542753952166
05,sedacao_leve,37,0.5465733607609528,0.7188426868204341
05,sedacao_leve,38,0.544936022261941,0.7134056880649746
05,sedacao_leve,39,0.5377912724480723,0.708075197915395
05,sedacao_moderada,0,0.5110480769642167,0.6912275862834325
05,sedacao_moderada,1,0.5228567606843607,0.6967294757442429
05,sedacao_moderada,2,0.5347150607226568,0.7003045292001897
05,sedacao_moderada,3,0.5367493297668832,0.6969252006627907
05,sedacao_moderada,4,0.5129831133721395,0.693099928807831
05,sedacao_moderada,5,0.5604163135253231,0.7115967923803282
05,sedacao_moderada,6,0.5282153230447624,0.691377624083471
05,sedacao_moderada,7,0.5248910297285874,0.6917543032419357
05,sedacao_moderada,8,0.5054910493312078,0.6868077370303554
05,sedacao_moderada,9,0.5520807720758097,0.7093034787938383
05,sedacao_moderada,10,0.5226086790936015,0.6959011205511646
05,sedacao_moderada,11,0.5318869305880003,0.7005411542204731
05,sedacao_moderada,12,0.5367989460850351,0.6987835785322721
05,sedacao_moderada,13,0.5351119912678717,0.7040762891502532
05,sedacao_moderada,14,0.5603170808890195,0.712637652992275
05,sedacao_moderada,15,0.5388828314474134,0.6979605028819323
05,sedacao_moderada,16,0.5332761874962526,0.6953001037259537
05,sedacao_moderada,17,0.5069299225576119,0.6861903237817442
05,sedacao_moderada,18,0.5600689992982602,0.714658130206762
05,sedacao_moderada,19,0.5415124963094622,0.7060882502210624
05,sedacao_moderada,20,0.5382378193114391,0.705100223415761
05,sedacao_moderada,21,0.5299022778619257,0.6956999399218413
05,sedacao_moderada,22,0.5302495920889887,0.694222928981495
05,sedacao_moderada,23,0.5413140310368548,0.7064224918578683
05,sedacao_moderada,24,0.5449856385800929,0.7054532486234567
05,sedacao_moderada,25,0.5492030256230014,0.7094483247378092
05,sedacao_moderada,26,0.5267764498183582,0.6978515012918692
05,sedacao_moderada,27,0.5673625980665843,0.7166507105999208
05,sedacao_moderada,28,0.542752904263259,0.7065101924140734
05,sedacao_moderada,29,0.5091626568744458,0.6940187311401551
05,sedacao_moderada,30,0.5252383439556504,0.6955475810643827
05,sedacao_moderada,31,0.5172997330513518,0.6882777721259293
05,sedacao_moderada,32,0.519433234731882,0.7001811017854082
05,sedacao_moderada,33,0.518688989959604,0.6911575011891654
05,sedacao_moderada,34,0.5372951092665537,0.7046269024426581
05,sedacao_moderada,35,0.5581339628903372,0.7150510000310394
05,sedacao_moderada,36,0.5544127390289475,0.7087820804510397
05,sedacao_moderada,37,0.5248414134104354,0.6955590664854933
05,sedacao_moderada,38,0.5246925644559798,0.6980391096008333
05,recuperacao,0,0.5197805489589451,0.7036561082584097
05,recuperacao,1,0.5250894950011948,0.7076307373625442
05,recuperacao,2,0.5296045799530146,0.7069614268366821
05,recuperacao,3,0.5188378389140597,0.7023761046134676
05,recuperacao,4,0.5163074066883145,0.6991449798016365
05,recuperacao,5,0.5036056292414369,0.694607566328271
05,recuperacao,6,0.4962127978368089,0.6937384053486574
05,recuperacao,7,0.4902588396585849,0.6888326050686754
05,recuperacao,8,0.49110231706716667,0.6921694848309315
05,recuperacao,9,0.49472430829225295,0.6932755140369843
05,recuperacao,10,0.4875299421602325,0.6891292040855389
05,recuperacao,11,0.5097084363741163,0.6984250119876555
05,recuperacao,12,0.5161585577338589,0.6970600291669264
05,recuperacao,13,0.5131815786447469,0.7043545772229625
05,recuperacao,14,0.5027125355147033,0.697796827665598
05,recuperacao,15,0.5111969259186724,0.6991173895876248
05,recuperacao,16,0.5144716029166955,0.7039711461213473
05,recuperacao,17,0.49308696979324135,0.6966778868308673
05,recuperacao,18,0.5096092037378127,0.6992159813218831
05,recuperacao,19,0.5195820836863376,0.7042850037642017
05,recuperacao,20,0.5204751774130714,0.7096957727321604
05,recuperacao,21,0.515761627188644,0.7058368921087641
05,recuperacao,22,0.523204074911424,0.7047068943973931
05,recuperacao,23,0.5256848908190171,0.7093095853342422
05,recuperacao,24,0.4996859401074395,0.6981286067390546
05,recuperacao,25,0.5212690385035011,0.7058738604654857
05,recuperacao,26,0.5275703109087881,0.7119511880203266
05,recuperacao,27,0.5002317196071101,0.6963511027349386
05,recuperacao,28,0.522062899593931,0.7103877492337001
05,recuperacao,29,0.49869361374440213,0.7048141896209723
05,recuperacao,30,0.5243948665470686,0.709123869218884
05,recuperacao,31,0.5166547209153776,0.7075570942689178
05,recuperacao,32,0.5080214815569529,0.7025571787068174
05,recuperacao,33,0.5049948861496891,0.7023772516036921
05,recuperacao,34,0.5475656871239899,0.7112111197108605
05,recuperacao,35,0.5103038321919388,0.7057565973339278
05,recuperacao,36,0.5164066393246183,0.7059039202450128
05,recuperacao,37,0.4974532057906056,0.6925440176893815
05,recuperacao,38,0.4961135652005052,0.6975547434909507
05,recuperacao,39,0.5211201895490455,0.7023321108293705
05,recuperacao,40,0.5250894950011948,0.7056155012903628
06,basal,0,0.4275934298327787,0.6951004972475229
06,basal,1,0.4290819193773346,0.6790117087652727
06,basal,2,0.42952846624070135,0.6663618881850477
06,basal,3,0.42436836915290727,0.658662316325352
06,basal,4,0.42322719383541446,0.6670272423016145
06,basal,5,0.42764304615093046,0.6633330718709163
06,basal,6,0.43181081687568723,0.6679876329221948
06,basal,7,0.4283376746050566,0.6694736183871063
06,basal,8,0.4140481749773193,0.6561231872490219
06,basal,9,0.42124254110933984,0.6654349317367502
06,basal,10,0.4100292532070182,0.6651551970620895
06,basal,11,0.41980366788293577,0.6689268076622056
06,basal,12,0.42441798547105924,0.6638863123349252
06,basal,13,0.4316123516030798,0.6669573055075664
06,basal,14,0.42461645074366666,0.6595541681425291
06,basal,15,0.4157847461126346,0.6689825415293351
06,basal,16,0.4384594035080373,0.6634970909837633
06,basal,17,0.44456221064071677,0.6680054702404535
06,basal,18,0.42421952019845177,0.6639830111392099
06,basal,19,0.4231775775172626,0.665544824101457
06,basal,20,0.43498626123740664,0.6683441550118305
06,basal,21,0.43999750937074517,0.6695135502681212
06,basal,22,0.4306696415581943,0.673111226518548
06,basal,23,0.4361274365548995,0.6761882594313716
06,basal,24,0.4112696611608149,0.6535301171247571
06,basal,25,0.42332642647171814,0.6610607533072401
06,basal,26,0.44828343450210667,0.68246661021433
06,basal,27,0.4265514871515895,0.6756188330985411
06,basal,28,0.43076887419449816,0.6737678219579423
06,basal,29,0.42034944738260627,0.6612728290004601
06,basal,30,0.4096819389799552,0.6551237535012034
06,basal,31,0.42099445951858044,0.6644556489781162
06,basal,32,0.43955096250737835,0.6738777986313044
06,basal,33,0.42263179801759204,0.6595042203326749
06,basal,34,0.4451576064585392,0.6718533165579763
06,basal,35,0.42213563483607336,0.6758311719570109
06,basal,36,0.4165289908849125,0.6565313606291586
06,basal,37,0.41236122016015603,0.660590976044015
06,basal,38,0.4100788695251701,0.6454723346291319
06,sedacao_leve,0,0.4849995099344872,0.6865488336841703
06,sedacao_leve,1,0.48207214716352725,0.6859175289974608
06,sedacao_leve,2,0.48013711075560445,0.6888296312670481
06,sedacao_leve,3,0.4582563144506317,0.675660727578618
06,sedacao_leve,4,0.45924864081366895,0.6782723140883253
