,C_base_mean,C_base_mean,S_mean,S_mean,C_hum_mean,C_hum_mean,M_r_mean,M_r_mean,P_u_mean,P_u_mean,R_a_mean,R_a_mean
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
scenario,,,,,,,,,,,,
privado,0.6112392811140631,0.005422805180384225,0.0,0.0,0.6112392811140631,0.005422805180384225,0.0,0.0,0.0,0.0,0.0,0.0
compartilhado,0.6105296170656316,0.005022143282050135,0.25730555555555557,0.00274825582013577,0.6748560059545204,0.005282208756668354,0.0,0.0,0.7719166666666666,0.008244767460407261,0.0,0.0
ratificado,0.6091498027746305,0.006030517798012279,0.7213518518518518,0.02787762148812899,0.7894877657375934,0.007866606387284897,0.713,0.033273085433811425,0.75925,0.019951702596719315,0.6918055555555556,0.0365768199357702
