t,scenario,C_base,S,C_hum,M_r,P_u,R_a
6.2,privado,0.564583130871852,0.0,0.564583130871852,0.0,0.0,0.0
6.300000000000001,privado,0.5573249563532556,0.0,0.5573249563532556,0.0,0.0,0.0
6.4,privado,0.55512454052451,0.0,0.55512454052451,0.0,0.0,0.0
6.5,privado,0.555532812106605,0.0,0.555532812106605,0.0,0.0,0.0
6.6000000000000005,privado,0.549884037840663,0.0,0.549884037840663,0.0,0.0,0.0
6.7,privado,0.5477450777541807,0.0,0.5477450777541807,0.0,0.0,0.0
6.800000000000001,privado,0.5631661326943297,0.0,0.5631661326943297,0.0,0.0,0.0
6.9,privado,0.5725231677999884,0.0,0.5725231677999884,0.0,0.0,0.0
7.0,privado,0.5748313033710505,0.0,0.5748313033710505,0.0,0.0,0.0
7.1000000000000005,privado,0.5850925791817511,0.0,0.5850925791817511,0.0,0.0,0.0
7.2,privado,0.5982444768257239,0.0,0.5982444768257239,0.0,0.0,0.0
7.300000000000001,privado,0.6072169987396485,0.0,0.6072169987396485,0.0,0.0,0.0
7.4,privado,0.6095185930076682,0.0,0.6095185930076682,0.0,0.0,0.0
7.5,privado,0.6077509663218239,0.0,0.6077509663218239,0.0,0.0,0.0
7.6000000000000005,privado,0.6000112383776525,0.0,0.6000112383776525,0.0,0.0,0.0
7.7,privado,0.5920868436960429,0.0,0.5920868436960429,0.0,0.0,0.0
7.800000000000001,privado,0.590959881045551,0.0,0.590959881045551,0.0,0.0,0.0
7.9,privado,0.5910412939123557,0.0,0.5910412939123557,0.0,0.0,0.0
8.0,privado,0.5962166192320701,0.0,0.5962166192320701,0.0,0.0,0.0
8.1,privado,0.6025669451423085,0.0,0.6025669451423085,0.0,0.0,0.0
8.200000000000001,privado,0.6050083552935223,0.0,0.6050083552935223,0.0,0.0,0.0
8.3,privado,0.6012523080523878,0.0,0.6012523080523878,0.0,0.0,0.0
8.4,privado,0.5906542734332442,0.0,0.5906542734332442,0.0,0.0,0.0
8.5,privado,0.5677983937048647,0.0,0.5677983937048647,0.0,0.0,0.0
8.6,privado,0.5565124762775332,0.0,0.5565124762775332,0.0,0.0,0.0
8.700000000000001,privado,0.560648411878637,0.0,0.560648411878637,0.0,0.0,0.0
8.8,privado,0.5676733867449015,0.0,0.5676733867449015,0.0,0.0,0.0
8.9,privado,0.5808098563615268,0.0,0.5808098563615268,0.0,0.0,0.0
9.0,privado,0.5843221356617506,0.0,0.5843221356617506,0.0,0.0,0.0
9.1,privado,0.5854285066541031,0.0,0.5854285066541031,0.0,0.0,0.0
9.200000000000001,privado,0.5844527976800081,0.0,0.5844527976800081,0.0,0.0,0.0
9.3,privado,0.5791602989921004,0.0,0.5791602989921004,0.0,0.0,0.0
9.4,privado,0.574896724033939,0.0,0.574896724033939,0.0,0.0,0.0
9.5,privado,0.5669137647298509,0.0,0.5669137647298509,0.0,0.0,0.0
9.600000000000001,privado,0.5664665742606335,0.0,0.5664665742606335,0.0,0.0,0.0
9.700000000000001,privado,0.5714234988935819,0.0,0.5714234988935819,0.0,0.0,0.0
9.8,privado,0.567463599034169,0.0,0.567463599034169,0.0,0.0,0.0
9.9,privado,0.5635548062664562,0.0,0.5635548062664562,0.0,0.0,0.0
10.0,privado,0.5627253524186094,0.0,0.5627253524186094,0.0,0.0,0.0
10.100000000000001,privado,0.5534265547832518,0.0,0.5534265547832518,0.0,0.0,0.0
10.200000000000001,privado,0.5593956721168326,0.0,0.5593956721168326,0.0,0.0,0.0
10.3,privado,0.5654861406721846,0.0,0.5654861406721846,0.0,0.0,0.0
10.4,privado,0.5718122531142156,0.0,0.5718122531142156,0.0,0.0,0.0
10.5,privado,0.5763340439939092,0.0,0.5763340439939092,0.0,0.0,0.0
10.600000000000001,privado,0.5735452012779368,0.0,0.5735452012779368,0.0,0.0,0.0
10.700000000000001,privado,0.5682423042288106,0.0,0.5682423042288106,0.0,0.0,0.0
10.8,privado,0.5805641119578308,0.0,0.5805641119578308,0.0,0.0,0.0
10.9,privado,0.5836318437345208,0.0,0.5836318437345208,0.0,0.0,0.0
11.0,privado,0.5884475330569477,0.0,0.5884475330569477,0.0,0.0,0.0
11.100000000000001,privado,0.5992918589381567,0.0,0.5992918589381567,0.0,0.0,0.0
11.200000000000001,privado,0.6074922121475251,0.0,0.6074922121475251,0.0,0.0,0.0
11.3,privado,0.6115424130329131,0.0,0.6115424130329131,0.0,0.0,0.0
11.4,privado,0.6222080682207315,0.0,0.6222080682207315,0.0,0.0,0.0
11.5,privado,0.6289284513621402,0.0,0.6289284513621402,0.0,0.0,0.0
11.600000000000001,privado,0.6335411684620619,0.0,0.6335411684620619,0.0,0.0,0.0
11.700000000000001,privado,0.6344750507811056,0.0,0.6344750507811056,0.0,0.0,0.0
11.8,privado,0.6321751766782046,0.0,0.6321751766782046,0.0,0.0,0.0
11.9,privado,0.630080732333883,0.0,0.630080732333883,0.0,0.0,0.0
12.0,privado,0.6310435228480862,0.0,0.6310435228480862,0.0,0.0,0.0
12.100000000000001,privado,0.6319654049189184,0.0,0.6319654049189184,0.0,0.0,0.0
12.200000000000001,privado,0.6341227438879393,0.0,0.6341227438879393,0.0,0.0,0.0
12.3,privado,0.6286640496711641,0.0,0.6286640496711641,0.0,0.0,0.0
12.4,privado,0.6181226392923321,0.0,0.6181226392923321,0.0,0.0,0.0
12.5,privado,0.6094692520647724,0.0,0.6094692520647724,0.0,0.0,0.0
12.600000000000001,privado,0.607229610018012,0.0,0.607229610018012,0.0,0.0,0.0
12.700000000000001,privado,0.6141105667095443,0.0,0.6141105667095443,0.0,0.0,0.0
12.8,privado,0.6171733203266788,0.0,0.6171733203266788,0.0,0.0,0.0
12.9,privado,0.6156441953488574,0.0,0.6156441953488574,0.0,0.0,0.0
13.0,privado,0.6092678137902999,0.0,0.6092678137902999,0.0,0.0,0.0
13.100000000000001,privado,0.6046601157327048,0.0,0.6046601157327048,0.0,0.0,0.0
13.200000000000001,privado,0.6044822657919059,0.0,0.6044822657919059,0.0,0.0,0.0
13.3,privado,0.6022124422219312,0.0,0.6022124422219312,0.0,0.0,0.0
13.4,privado,0.5953805146939494,0.0,0.5953805146939494,0.0,0.0,0.0
13.5,privado,0.596362338241334,0.0,0.596362338241334,0.0,0.0,0.0
13.600000000000001,privado,0.6023774114114483,0.0,0.6023774114114483,0.0,0.0,0.0
13.700000000000001,privado,0.6026486945573025,0.0,0.6026486945573025,0.0,0.0,0.0
13.8,privado,0.6012684234932187,0.0,0.6012684234932187,0.0,0.0,0.0
13.9,privado,0.6022015451153956,0.0,0.6022015451153956,0.0,0.0,0.0
14.0,privado,0.5996212935468712,0.0,0.5996212935468712,0.0,0.0,0.0
14.100000000000001,privado,0.6084555511682733,0.0,0.6084555511682733,0.0,0.0,0.0
14.200000000000001,privado,0.6137715830027071,0.0,0.6137715830027071,0.0,0.0,0.0
14.3,privado,0.615651657178843,0.0,0.615651657178843,0.0,0.0,0.0
14.4,privado,0.6201798739098426,0.0,0.6201798739098426,0.0,0.0,0.0
14.5,privado,0.6231925381003729,0.0,0.6231925381003729,0.0,0.0,0.0
14.600000000000001,privado,0.6218197826857307,0.0,0.6218197826857307,0.0,0.0,0.0
14.700000000000001,privado,0.6165874748303836,0.0,0.6165874748303836,0.0,0.0,0.0
14.8,privado,0.5985528705134587,0.0,0.5985528705134587,0.0,0.0,0.0
14.9,privado,0.6008363262267115,0.0,0.6008363262267115,0.0,0.0,0.0
15.0,privado,0.6163232785152645,0.0,0.6163232785152645,0.0,0.0,0.0
15.100000000000001,privado,0.6227517716461257,0.0,0.6227517716461257,0.0,0.0,0.0
15.200000000000001,privado,0.6176109416996375,0.0,0.6176109416996375,0.0,0.0,0.0
15.3,privado,0.6145727115277618,0.0,0.6145727115277618,0.0,0.0,0.0
15.4,privado,0.6344632507825217,0.0,0.6344632507825217,0.0,0.0,0.0
15.5,privado,0.6442731707281885,0.0,0.6442731707281885,0.0,0.0,0.0
15.600000000000001,privado,0.6452829932662784,0.0,0.6452829932662784,0.0,0.0,0.0
15.700000000000001,privado,0.6396907842595444,0.0,0.6396907842595444,0.0,0.0,0.0
15.8,privado,0.6324609658037618,0.0,0.6324609658037618,0.0,0.0,0.0
15.9,privado,0.6307641790061297,0.0,0.6307641790061297,0.0,0.0,0.0
16.0,privado,0.6287261370508151,0.0,0.6287261370508151,0.0,0.0,0.0
16.1,privado,0.6302612643191429,0.0,0.6302612643191429,0.0,0.0,0.0
16.2,privado,0.6337016362190421,0.0,0.6337016362190421,0.0,0.0,0.0
16.3,privado,0.6315706812437233,0.0,0.6315706812437233,0.0,0.0,0.0
16.400000000000002,privado,0.6196386167469833,0.0,0.6196386167469833,0.0,0.0,0.0
16.5,privado,0.6261743187745278,0.0,0.6261743187745278,0.0,0.0,0.0
16.6,privado,0.6306066653682897,0.0,0.6306066653682897,0.0,0.0,0.0
16.7,privado,0.630568224717584,0.0,0.630568224717584,0.0,0.0,0.0
16.8,privado,0.6316655981697034,0.0,0.6316655981697034,0.0,0.0,0.0
16.900000000000002,privado,0.6337833559600649,0.0,0.6337833559600649,0.0,0.0,0.0
17.0,privado,0.6401420032473009,0.0,0.6401420032473009,0.0,0.0,0.0
17.1,privado,0.6422506612748595,0.0,0.6422506612748595,0.0,0.0,0.0
17.2,privado,0.6435519281765384,0.0,0.6435519281765384,0.0,0.0,0.0
17.3,privado,0.6401661081649931,0.0,0.6401661081649931,0.0,0.0,0.0
17.400000000000002,privado,0.6458431027048733,0.0,0.6458431027048733,0.0,0.0,0.0
17.5,privado,0.6458614738131577,0.0,0.6458614738131577,0.0,0.0,0.0
17.6,privado,0.6418388484276225,0.0,0.6418388484276225,0.0,0.0,0.0
17.7,privado,0.6322391776050528,0.0,0.6322391776050528,0.0,0.0,0.0
17.8,privado,0.616418053561338,0.0,0.616418053561338,0.0,0.0,0.0
17.900000000000002,privado,0.6182717528035079,0.0,0.6182717528035079,0.0,0.0,0.0
18.0,privado,0.6316666947169816,0.0,0.6316666947169816,0.0,0.0,0.0
18.1,privado,0.6416181114083831,0.0,0.6416181114083831,0.0,0.0,0.0
18.2,privado,0.6509012049094728,0.0,0.6509012049094728,0.0,0.0,0.0
18.3,privado,0.6599487711984162,0.0,0.6599487711984162,0.0,0.0,0.0
18.400000000000002,privado,0.667067447218384,0.0,0.667067447218384,0.0,0.0,0.0
18.5,privado,0.6698983092846406,0.0,0.6698983092846406,0.0,0.0,0.0
18.6,privado,0.6697626992359091,0.0,0.6697626992359091,0.0,0.0,0.0
18.7,privado,0.6768432253996153,0.0,0.6768432253996153,0.0,0.0,0.0
18.8,privado,0.6815450582961038,0.0,0.6815450582961038,0.0,0.0,0.0
18.900000000000002,privado,0.6844430115306923,0.0,0.6844430115306923,0.0,0.0,0.0
19.0,privado,0.6833990634685225,0.0,0.6833990634685225,0.0,0.0,0.0
19.1,privado,0.6742517527041926,0.0,0.6742517527041926,0.0,0.0,0.0
19.200000000000003,privado,0.6613391160177297,0.0,0.6613391160177297,0.0,0.0,0.0
19.3,privado,0.6481019779843556,0.0,0.6481019779843556,0.0,0.0,0.0
19.400000000000002,privado,0.6391073720386377,0.0,0.6391073720386377,0.0,0.0,0.0
19.5,privado,0.6331673592117916,0.0,0.6331673592117916,0.0,0.0,0.0
19.6,privado,0.6286749145312382,0.0,0.6286749145312382,0.0,0.0,0.0
19.700000000000003,privado,0.6278675750312545,0.0,0.6278675750312545,0.0,0.0,0.0
19.8,privado,0.6268429628033553,0.0,0.6268429628033553,0.0,0.0,0.0
19.900000000000002,privado,0.6186865326140077,0.0,0.6186865326140077,0.0,0.0,0.0
20.0,privado,0.615991047779293,0.0,0.615991047779293,0.0,0.0,0.0
20.1,privado,0.622978501997283,0.0,0.622978501997283,0.0,0.0,0.0
20.200000000000003,privado,0.6258311084895257,0.0,0.6258311084895257,0.0,0.0,0.0
20.3,privado,0.6249420971073402,0.0,0.6249420971073402,0.0,0.0,0.0
20.400000000000002,privado,0.6145023763598231,0.0,0.6145023763598231,0.0,0.0,0.0
20.5,privado,0.6118201097828528,0.0,0.6118201097828528,0.0,0.0,0.0
20.6,privado,0.6211678180958767,0.0,0.6211678180958767,0.0,0.0,0.0
20.700000000000003,privado,0.6288850783818457,0.0,0.6288850783818457,0.0,0.0,0.0
20.8,privado,0.6296761474310292,0.0,0.6296761474310292,0.0,0.0,0.0
20.900000000000002,privado,0.6271581411729316,0.0,0.6271581411729316,0.0,0.0,0.0
21.0,privado,0.6287894161606825,0.0,0.6287894161606825,0.0,0.0,0.0
21.1,privado,0.6387105049451474,0.0,0.6387105049451474,0.0,0.0,0.0
21.200000000000003,privado,0.637732335282152,0.0,0.637732335282152,0.0,0.0,0.0
21.3,privado,0.6315790527052186,0.0,0.6315790527052186,0.0,0.0,0.0
21.400000000000002,privado,0.6218935680236776,0.0,0.6218935680236776,0.0,0.0,0.0
21.5,privado,0.6312178916414393,0.0,0.6312178916414393,0.0,0.0,0.0
21.6,privado,0.6457722045004638,0.0,0.6457722045004638,0.0,0.0,0.0
21.700000000000003,privado,0.656231103566586,0.0,0.656231103566586,0.0,0.0,0.0
21.8,privado,0.6620606853805899,0.0,0.6620606853805899,0.0,0.0,0.0
21.900000000000002,privado,0.6690599821729588,0.0,0.6690599821729588,0.0,0.0,0.0
22.0,privado,0.6679014542459282,0.0,0.6679014542459282,0.0,0.0,0.0
22.1,privado,0.6580328754099362,0.0,0.6580328754099362,0.0,0.0,0.0
22.200000000000003,privado,0.6536086194977672,0.0,0.6536086194977672,0.0,0.0,0.0
22.3,privado,0.6552039716309331,0.0,0.6552039716309331,0.0,0.0,0.0
22.400000000000002,privado,0.6650896272078047,0.0,0.6650896272078047,0.0,0.0,0.0
22.5,privado,0.6710804617125024,0.0,0.6710804617125024,0.0,0.0,0.0
22.6,privado,0.6769569920299113,0.0,0.6769569920299113,0.0,0.0,0.0
22.700000000000003,privado,0.6737148348855356,0.0,0.6737148348855356,0.0,0.0,0.0
22.8,privado,0.665933863436512,0.0,0.665933863436512,0.0,0.0,0.0
22.900000000000002,privado,0.6697293492422873,0.0,0.6697293492422873,0.0,0.0,0.0
23.0,privado,0.6742501039558421,0.0,0.6742501039558421,0.0,0.0,0.0
23.1,privado,0.6805534948436455,0.0,0.6805534948436455,0.0,0.0,0.0
23.200000000000003,privado,0.6782722750071074,0.0,0.6782722750071074,0.0,0.0,0.0
23.3,privado,0.6723937082967543,0.0,0.6723937082967543,0.0,0.0,0.0
23.400000000000002,privado,0.6698126869174056,0.0,0.6698126869174056,0.0,0.0,0.0
23.5,privado,0.6658036157843704,0.0,0.6658036157843704,0.0,0.0,0.0
23.6,privado,0.6597669641438834,0.0,0.6597669641438834,0.0,0.0,0.0
23.700000000000003,privado,0.6534638889273098,0.0,0.6534638889273098,0.0,0.0,0.0
23.8,privado,0.6500046725378735,0.0,0.6500046725378735,0.0,0.0,0.0
23.900000000000002,privado,0.6491749189661148,0.0,0.6491749189661148,0.0,0.0,0.0
24.0,privado,0.6461418846281239,0.0,0.6461418846281239,0.0,0.0,0.0
24.1,privado,0.6401141689558213,0.0,0.6401141689558213,0.0,0.0,0.0
24.200000000000003,privado,0.6421197092645867,0.0,0.6421197092645867,0.0,0.0,0.0
24.3,privado,0.648136055388358,0.0,0.648136055388358,0.0,0.0,0.0
24.400000000000002,privado,0.6533669681953115,0.0,0.6533669681953115,0.0,0.0,0.0
24.5,privado,0.6535867328422942,0.0,0.6535867328422942,0.0,0.0,0.0
24.6,privado,0.645462883892653,0.0,0.645462883892653,0.0,0.0,0.0
24.700000000000003,privado,0.6336569481102372,0.0,0.6336569481102372,0.0,0.0,0.0
24.8,privado,0.6294328770688468,0.0,0.6294328770688468,0.0,0.0,0.0
24.900000000000002,privado,0.6430232222256026,0.0,0.6430232222256026,0.0,0.0,0.0
25.0,privado,0.6573552297744386,0.0,0.6573552297744386,0.0,0.0,0.0
25.1,privado,0.6657041694296798,0.0,0.6657041694296798,0.0,0.0,0.0
25.200000000000003,privado,0.6633609528342216,0.0,0.6633609528342216,0.0,0.0,0.0
25.3,privado,0.6620997866107249,0.0,0.6620997866107249,0.0,0.0,0.0
25.400000000000002,privado,0.6682256973993158,0.0,0.6682256973993158,0.0,0.0,0.0
25.5,privado,0.6629876137391398,0.0,0.6629876137391398,0.0,0.0,0.0
25.6,privado,0.6540168431264729,0.0,0.6540168431264729,0.0,0.0,0.0
25.700000000000003,privado,0.6624473686169602,0.0,0.6624473686169602,0.0,0.0,0.0
25.8,privado,0.6684448287939883,0.0,0.6684448287939883,0.0,0.0,0.0
25.900000000000002,privado,0.6664629342922771,0.0,0.6664629342922771,0.0,0.0,0.0
26.0,privado,0.6594312476339094,0.0,0.6594312476339094,0.0,0.0,0.0
26.1,privado,0.6565112795085177,0.0,0.6565112795085177,0.0,0.0,0.0
26.200000000000003,privado,0.6548964472515139,0.0,0.6548964472515139,0.0,0.0,0.0
26.3,privado,0.6464985761266514,0.0,0.6464985761266514,0.0,0.0,0.0
26.400000000000002,privado,0.6364465473479587,0.0,0.6364465473479587,0.0,0.0,0.0
26.5,privado,0.6261221292629581,0.0,0.6261221292629581,0.0,0.0,0.0
26.6,privado,0.6286610215001812,0.0,0.6286610215001812,0.0,0.0,0.0
26.700000000000003,privado,0.6351496540732748,0.0,0.6351496540732748,0.0,0.0,0.0
26.8,privado,0.6328318434937074,0.0,0.6328318434937074,0.0,0.0,0.0
26.900000000000002,privado,0.6334795510932174,0.0,0.6334795510932174,0.0,0.0,0.0
27.0,privado,0.6292420259146189,0.0,0.6292420259146189,0.0,0.0,0.0
27.1,privado,0.6235561043734438,0.0,0.6235561043734438,0.0,0.0,0.0
27.200000000000003,privado,0.6284154829284996,0.0,0.6284154829284996,0.0,0.0,0.0
27.3,privado,0.6365462304376245,0.0,0.6365462304376245,0.0,0.0,0.0
27.400000000000002,privado,0.642242617586518,0.0,0.642242617586518,0.0,0.0,0.0
27.5,privado,0.653813782280953,0.0,0.653813782280953,0.0,0.0,0.0
27.6,privado,0.6618937039493454,0.0,0.6618937039493454,0.0,0.0,0.0
27.700000000000003,privado,0.6642169888220649,0.0,0.6642169888220649,0.0,0.0,0.0
27.8,privado,0.6636266566613388,0.0,0.6636266566613388,0.0,0.0,0.0
27.900000000000002,privado,0.6568201988158294,0.0,0.6568201988158294,0.0,0.0,0.0
28.0,privado,0.6511106128013149,0.0,0.6511106128013149,0.0,0.0,0.0
28.1,privado,0.6387333749474671,0.0,0.6387333749474671,0.0,0.0,0.0
28.200000000000003,privado,0.6429325103013516,0.0,0.6429325103013516,0.0,0.0,0.0
28.3,privado,0.6530285131116322,0.0,0.6530285131116322,0.0,0.0,0.0
28.400000000000002,privado,0.6675076815006626,0.0,0.6675076815006626,0.0,0.0,0.0
28.5,privado,0.6750254503849326,0.0,0.6750254503849326,0.0,0.0,0.0
28.6,privado,0.6747906890775998,0.0,0.6747906890775998,0.0,0.0,0.0
28.700000000000003,privado,0.6770759048660554,0.0,0.6770759048660554,0.0,0.0,0.0
28.8,privado,0.6899484198072345,0.0,0.6899484198072345,0.0,0.0,0.0
28.900000000000002,privado,0.6868983006419284,0.0,0.6868983006419284,0.0,0.0,0.0
29.0,privado,0.6885035002264611,0.0,0.6885035002264611,0.0,0.0,0.0
29.1,privado,0.6793492836014351,0.0,0.6793492836014351,0.0,0.0,0.0
29.200000000000003,privado,0.665231650788955,0.0,0.665231650788955,0.0,0.0,0.0
29.3,privado,0.6647929619232227,0.0,0.6647929619232227,0.0,0.0,0.0
29.400000000000002,privado,0.6688505139580533,0.0,0.6688505139580533,0.0,0.0,0.0
29.5,privado,0.6779233911710568,0.0,0.6779233911710568,0.0,0.0,0.0
29.6,privado,0.6817380594624926,0.0,0.6817380594624926,0.0,0.0,0.0
29.700000000000003,privado,0.6778685916383504,0.0,0.6778685916383504,0.0,0.0,0.0
29.8,privado,0.6669379384827817,0.0,0.6669379384827817,0.0,0.0,0.0
29.900000000000002,privado,0.6613618113535764,0.0,0.6613618113535764,0.0,0.0,0.0
30.0,privado,0.6601880578287463,0.0,0.6601880578287463,0.0,0.0,0.0
30.1,privado,0.6531125930152611,0.0,0.6531125930152611,0.0,0.0,0.0
30.200000000000003,privado,0.6514577868738969,0.0,0.6514577868738969,0.0,0.0,0.0
30.3,privado,0.6598650139582994,0.0,0.6598650139582994,0.0,0.0,0.0
30.400000000000002,privado,0.6588064356616578,0.0,0.6588064356616578,0.0,0.0,0.0
30.5,privado,0.6513483905567169,0.0,0.6513483905567169,0.0,0.0,0.0
30.6,privado,0.6522096579894302,0.0,0.6522096579894302,0.0,0.0,0.0
30.700000000000003,privado,0.6478900918248794,0.0,0.6478900918248794,0.0,0.0,0.0
30.8,privado,0.6513299200733645,0.0,0.6513299200733645,0.0,0.0,0.0
30.900000000000002,privado,0.6485794773775403,0.0,0.6485794773775403,0.0,0.0,0.0
31.0,privado,0.6420377212898897,0.0,0.6420377212898897,0.0,0.0,0.0
31.1,privado,0.6342185009059651,0.0,0.6342185009059651,0.0,0.0,0.0
31.200000000000003,privado,0.62929783337034,0.0,0.62929783337034,0.0,0.0,0.0
31.3,privado,0.6501524461180864,0.0,0.6501524461180864,0.0,0.0,0.0
31.400000000000002,privado,0.6565629805029546,0.0,0.6565629805029546,0.0,0.0,0.0
31.5,privado,0.6590919563693479,0.0,0.6590919563693479,0.0,0.0,0.0
31.6,privado,0.6534921206406786,0.0,0.6534921206406786,0.0,0.0,0.0
31.700000000000003,privado,0.6294409317479835,0.0,0.6294409317479835,0.0,0.0,0.0
31.8,privado,0.6203551827647508,0.0,0.6203551827647508,0.0,0.0,0.0
31.900000000000002,privado,0.6237413918404796,0.0,0.6237413918404796,0.0,0.0,0.0
32.0,privado,0.6303526101488289,0.0,0.6303526101488289,0.0,0.0,0.0
32.1,privado,0.6368225607248418,0.0,0.6368225607248418,0.0,0.0,0.0
32.2,privado,0.6462610535398249,0.0,0.6462610535398249,0.0,0.0,0.0
32.300000000000004,privado,0.6615110978394297,0.0,0.6615110978394297,0.0,0.0,0.0
32.4,privado,0.6785336101670337,0.0,0.6785336101670337,0.0,0.0,0.0
32.5,privado,0.6828977458854047,0.0,0.6828977458854047,0.0,0.0,0.0
32.6,privado,0.6832243809826924,0.0,0.6832243809826924,0.0,0.0,0.0
32.7,privado,0.6908406434729065,0.0,0.6908406434729065,0.0,0.0,0.0
32.800000000000004,privado,0.6914310210077336,0.0,0.6914310210077336,0.0,0.0,0.0
