variant,regime,run_id,C_idx_mean,Psi_eff_mean,B_mean,Q_mean,K_mean,R_mean,M_final,level_mode
full,wake,28,0.6242828145534169,0.4435434377983633,0.8602350194151226,0.8973191287720006,0.027588751516467235,0.7766715330310457,2.0,4
full,wake,29,0.6376481271626105,0.43720536305255525,0.9427184385553875,0.9026224201564292,0.06569355321370962,0.7456066206518457,2.0,4
full,wake,30,0.6336816794789352,0.4683310659699712,0.8528099199576898,0.8960220317442755,0.02686313783268518,0.7735524993663362,2.0,4
full,wake,31,0.6311633818316535,0.46263800183180914,0.8455738547354478,0.9007316724518171,0.052681811654357556,0.8151623416674835,2.0,4
full,wake,32,0.6094253554165611,0.41239569101251955,0.8510195997301673,0.8999266090836795,0.030435314725856356,0.79986080426565,2.0,4
full,wake,33,0.6258798020036734,0.45468456495145876,0.8407875640024889,0.8978188058597717,0.033745136599204896,0.8155091135078366,2.0,4
full,wake,34,0.6401580366297804,0.4690692072332036,0.878878904489424,0.9016075489768167,0.050542448967834254,0.7923027055863487,2.0,4
full,wake,35,0.6388268679892589,0.4820911290222561,0.846863140005413,0.895798745672277,0.029124006275061638,0.8078335008482651,2.0,4
full,wake,36,0.6002998628997198,0.4008305854841291,0.8300953014855158,0.8991502349841058,0.0325642615326687,0.7985829949818458,2.0,4
full,wake,37,0.6273998737605152,0.4529272097097235,0.850936101788967,0.8997757178303262,0.0340172396365278,0.7946819685654449,2.0,4
full,wake,38,0.5985124282617297,0.41289518290476956,0.7944349796330356,0.8962529798000365,0.019264406689458675,0.7463924086773212,2.0,4
full,wake,39,0.6390913014893187,0.4645439200434667,0.8839468398074782,0.901762564041799,0.056796982590251135,0.7856644635357386,2.0,4
full,deep_sleep,0,0.3411094663096363,0.22098704392930887,0.721452494358253,0.45458721480913067,0.0045746600303009565,0.7662695232237011,0.15494556709845117,2
full,deep_sleep,1,0.3530295600776473,0.2125279226398133,0.8151398144051442,0.44890534640486274,0.002534258170316042,0.8009012343185327,0.14759128831520305,2
full,deep_sleep,2,0.3212506885214351,0.1566003139582445,0.8065138364074134,0.42573279244838036,0.0033362783356471943,0.7761501302569245,0.13129430361451355,2
full,deep_sleep,3,0.32152569924261426,0.17431859197339097,0.7608078517362243,0.4282905362176024,0.0018418890779447476,0.8119532884356379,0.1341644487461657,2
full,deep_sleep,4,0.3262840151738746,0.16233200590330665,0.818431461802377,0.4270021297935269,0.0024412767342459774,0.8091870732537363,0.1313356055978379,2
full,deep_sleep,5,0.3383940885063638,0.19906835691803668,0.7749013058250382,0.4428673692335737,0.0026502850692953707,0.8083318908933191,0.14423948593138497,2
full,deep_sleep,6,0.3179105345989157,0.1370223873372717,0.8623567248184715,0.4060198952430298,0.010524664910815777,0.7639210088392467,0.1255630810105186,2
full,deep_sleep,7,0.35502916981445526,0.18759652526695939,0.901207005279029,0.4379127745350061,0.005184087373246005,0.8448918861401068,0.136442479026188,2
full,deep_sleep,8,0.32175526787693887,0.16547175247663248,0.7928701904960224,0.42136649266294185,0.003309500278507061,0.8382624161751467,0.1306820207648778,2
full,deep_sleep,9,0.3479229745090109,0.2026376196205914,0.8164331760646152,0.44496856287237696,0.005074250690651181,0.7696199913296145,0.14609893592854173,2
full,deep_sleep,10,0.3571180845479755,0.21989122033142422,0.8042499246852693,0.4612581886965393,0.0014320429914303852,0.7712563474194857,0.15539518177024095,2
full,deep_sleep,11,0.32074471945463867,0.17119525774473868,0.7687757785302408,0.42494973690881355,0.003472973877462313,0.7714139292361766,0.1342724459831778,2
full,deep_sleep,12,0.37107588655438195,0.21130071658678595,0.9112905390878165,0.45400840343906224,0.01765519397397268,0.8106752957270972,0.14619176710945272,2
full,deep_sleep,13,0.36875309520077537,0.2174511641588515,0.883680580571085,0.45401828210462386,0.0070175044969220815,0.7754379628487296,0.14983161311100696,2
full,deep_sleep,14,0.3558492927575849,0.2162347551660512,0.8168471213923294,0.453021643709435,0.0037386459777799487,0.7129552674394218,0.15259787237129208,2
full,deep_sleep,15,0.34851413124907804,0.17694458508668368,0.902044715371105,0.4297922284404054,0.0025473640077925343,0.7837995865407658,0.13331854351356587,2
full,deep_sleep,16,0.28698125710162037,0.13539065240109924,0.7020043153477848,0.40036049260370865,0.003571869667853965,0.8217816853767022,0.1246660273093343,2
full,deep_sleep,17,0.3055924956333923,0.13477914595960228,0.7940599209442669,0.41024023418063477,0.0028652648663072228,0.8008236473730208,0.12696476018537675,2
full,deep_sleep,18,0.36769263702257604,0.21590228216367316,0.8756407554134107,0.4586976713473206,0.0037995198085051516,0.7536597516431338,0.15130100007303532,2
full,deep_sleep,19,0.34382946124728925,0.17526365343738431,0.8683171398564373,0.4390512395912087,0.0020480897229495716,0.812188993337897,0.13642307561301906,2
full,deep_sleep,20,0.34675463080239877,0.20401013277940785,0.8072450025378796,0.4442725676147352,0.002537714898858654,0.7906711627932203,0.14508725757023005,2
full,deep_sleep,21,0.33927435406196493,0.17903472609093046,0.8353201706697654,0.43759434555240984,0.002478916325907626,0.7964604801311248,0.1353230310931329,2
full,deep_sleep,22,0.3648457734216969,0.23173159077387587,0.8174089892642573,0.4615731334964736,0.00951628240022639,0.777808756763677,0.15654134933333352,2
full,deep_sleep,23,0.3429265346546906,0.15272014898021635,0.9445400414162608,0.41954403748043184,0.019871455431593424,0.7858410434777334,0.12900653809903184,2
full,deep_sleep,24,0.31569166386360986,0.15445576035622108,0.7926649291935137,0.4166491500063041,0.0034664580386896985,0.7882295202519397,0.12857187984245907,2
full,deep_sleep,25,0.34754219345968324,0.1831348788450534,0.8782399597115988,0.43186840571739804,0.012498196032378282,0.8093879314239754,0.1328090664142548,2
full,deep_sleep,26,0.2945882915160339,0.14193895731856657,0.7232059701965845,0.4039955304209187,0.004310599033818981,0.8089875617222215,0.12545644439613524,2
full,deep_sleep,27,0.34964416255708436,0.18289575171224623,0.8870316389825098,0.43458864115831297,0.018163706241120448,0.827290409748966,0.1336044201794044,2
full,deep_sleep,28,0.3474187784982667,0.1656967472835013,0.9287349961768805,0.42606972778625163,0.03856496139623547,0.7848077491186553,0.13183849561580863,2
full,deep_sleep,29,0.37649042834801294,0.2298056681409955,0.886869241257388,0.4611134808693028,0.01651733687726202,0.7866601834432468,0.15336160673538976,2
full,deep_sleep,30,0.3429686172167973,0.18738714085444863,0.8247602673757355,0.4459017912440839,0.0010467131577513377,0.8337933869219797,0.1405296673977645,2
full,deep_sleep,31,0.28328695176741414,0.13164643480711946,0.690657740195425,0.4004931753796544,0.003578412225880473,0.8182082796156946,0.12459525249900692,2
full,deep_sleep,32,0.31597177647520436,0.14224187385871212,0.8266899397175043,0.4151952826090293,0.0033843033184995167,0.7752533760826312,0.12861332353054877,2
full,deep_sleep,33,0.3593256654136328,0.17926329862016618,0.950406614626153,0.4342897394244792,0.0327771641945761,0.7409997831331672,0.13422361551511536,2
