regime,mean,std,cv_pct
anxiety,0.5370673307052908,0.022608341271234317,4.209591605868943
deep_sleep,0.33999625783521104,0.023254856412354776,6.839738931369625
reflex,0.2761532131151877,0.011047992535351665,4.000674991510375
wake,0.6244832712010744,0.019066781427408194,3.053209318279556
