metrica,spearman_bruta,spearman_parcial_1f
lzc,0.6834491724515075,-0.010070174257566242
pe,0.7379167697739563,0.08793349046852598
sync_bruta,-0.42978904580571553,-0.10534571807135541
integracao_mi,-0.41393531561919283,-0.06178277835787409
indice_integ_diferenciada,-0.38679467861758626,-0.06661185356657
